Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
V63,0,0,0,0,0,0,0,0,0,0.16096265389524,0,0.061057386094232,0,0.2996970696578,0.086170275860917,0.17740049177849,0,0.061829480295211,0,0,0,0.15274994979872,0,0.9999999939102652,0.45441214553395065
V64,0.17508933202816,0,0.082385092570894,0,0,0,0.21947513860009,0,0,0,0,0,0,0,0,0,0,0.053243711224408,0.11038984812327,0,0.13013150292191,0.22917382479803,0,0.9999999954729549,0.5307384056144421
V65,0,0.065633704727308,0,0.2152346776757,0.0001,0.16003986627699,0.11760728234943,0,0.24678444800058,0,0.19454695483786,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999954172498,0.37146825122750327
V66,0,0,0.24408832839285,0,0,0,0,0,0,0,0.091629291602146,0.14500103541521,0.36379482386346,0,0,0,0,0,0.15540432234978,0,0,0,0,0.9999999957544848,0.4519075920595221
V67,0,0,0.28677595348427,0,0.2614174113266,0,0,0,0,0,0,0,0,0,0.22945780361271,0,0.22217579408103,0,0,0,0,0,0,0.9999999905114012,0.40521233800529327
V68,0.28465069646625,0,0,0,0,0,0,0,0,0,0,0,0,0.34034106718979,0,0.16358470458678,0,0,0.211292298329,0,0,0,0,0.9999999904973016,0.4740551485772739
V69,0,0,0,0,0.074596871952954,0,0,0.32837367373128,0,0.14787259498504,0,0.12576172077644,0,0,0,0.32325898930945,0,0,0,0,0,0,0,0.999999993297157,0.465983820113794
V70,0,0,0,0,0.0001,0.46443501037575,0,0,0,0.53535866875724,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999947562022,0.26431977808250595
V71,0,0,0,0,0,0,0,0,0,0,0.15465266082365,0,0.507775887642,0,0.21366783871078,0,0,0,0,0,0,0.12376732406071,0,0.9999999948072386,0.3661117155531551
V72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39346634328963,0,0,0.60640962345769,0,0,0,0.9999999923752471,0.22062571575899162
V73,0,0,0,0,0,0,0,0,0,0,0,0.4081983464733,0.59158653250931,0,0,0,0,0,0,0,0,0,0,0.9999999949132855,0.2727465909680805
V74,0.21227657505922,0.11998111308602,0,0,0,0,0,0.18284320640147,0,0,0,0,0,0.069633358291322,0.26522831455707,0,0,0,0,0,0.14985275182072,0,0,0.999999990204142,0.41669433612967605
V75,0.21272495416925,0,0.16737323497585,0,0.094652995798537,0,0,0,0,0,0.15914800333148,0,0.14423228872252,0,0,0.060944973349708,0.16081139174788,0,0,0,0,0,0,0.9999999959602449,0.5023602957490652
V76,0,0,0,0,0,0,0,0,0,0,0.50516212345046,0,0,0,0,0.29811274227436,0,0,0,0,0,0.19662690011127,0,0.9999999950083537,0.34878339166745187
V77,0.32329757073792,0,0,0,0.18190048627436,0,0,0,0,0.087686664524834,0,0.30717339546161,0,0.099809276408862,0,0,0,0,0,0,0,0,0,0.9999999962945401,0.3467080414171752
V78,0,0,0,0.18969719015053,0,0,0,0,0,0,0,0,0,0,0,0.41559272345936,0,0,0,0,0,0.39458596020927,0,0.9999999948987928,0.38261333722257523
V79,0,0,0.21071494555113,0,0,0,0,0,0,0,0,0,0.21518900539558,0.25346278375867,0,0,0,0,0.060000044618866,0,0.26048260302597,0,0,0.9999999925791054,0.47512657400102065
V80,0.090651266290025,0,0,0,0,0,0.15636181429345,0,0,0,0,0.12857656806223,0,0,0.22860992765782,0,0.10500122066776,0.19297871331353,0,0,0,0.097649407278952,0,0.9999999919176363,0.40592957290676834
V81,0.12637333538943,0.16717360133696,0,0,0,0,0,0,0,0.15354846566536,0,0,0,0,0.1154243336884,0,0,0.12019324809492,0.13921269255111,0.17797526667363,0,0,0,0.999999994196828,0.4614247092695589
V82,0.22542188286348,0,0,0,0,0,0.18287703641755,0.34889590308443,0,0,0,0,0,0,0,0,0.24266426945393,0,0,0,0,0,0,0.9999999918399468,0.5160485023035636
V83,0,0,0.06626722711158,0,0.16216556115123,0,0,0,0.17708122355729,0,0,0.10229853412099,0,0.19450782170673,0,0,0.15989398802078,0,0.13766386315281,0,0,0,0,0.9999999964305848,0.5776635267027714
V84,0.083070836751026,0,0.13468148595209,0,0,0.13215019867576,0.14933692371552,0.055224837459745,0.24730917780756,0,0.12893566571747,0,0,0,0,0,0.069185710983076,0,0,0,0,0,0,0.9999999979822722,0.47798794010178336
V85,0.074087160454344,0,0.12841504890377,0,0,0,0,0,0.13291299099356,0,0.12533342688645,0.05914827147895,0.16589438218298,0.14403953612823,0,0,0,0,0,0.17009816128148,0,0,0,0.9999999981423504,0.524589405673647
V86,0,0,0.14322355353026,0,0,0,0,0,0,0,0.11117346386913,0.2564543874285,0.12875625937349,0,0.11406988324567,0,0.055013743977614,0,0.19118235400256,0,0,0,0,0.9999999955726027,0.42265918948690573
V87,0,0,0,0,0.30184176796088,0.0001,0,0,0.23061174805772,0,0,0,0.46729831235315,0,0,0,0,0,0,0,0,0,0,0.9999999870431576,0.45263106991338475
V88,0,0,0,0.16315804234031,0,0,0.27456013351064,0,0,0,0,0,0.22689147179322,0,0,0.091262779065059,0.2440488247965,0,0,0,0,0,0,0.9999999923301482,0.6039373756259988
V89,0.21005471437052,0,0,0.16587712269257,0,0,0,0.31133826294115,0,0,0.096016981295014,0,0,0.21658674714166,0,0,0,0,0,0,0,0,0,0.9999999946779445,0.47130819147219755
V90,0,0,0,0,0,0,0.18267441540664,0,0.18454421294701,0,0.26778479221252,0,0.22895478071444,0,0,0,0.13595399599426,0,0,0,0,0,0,0.9999999948881901,0.5178998261543224
V91,0,0,0.15739373256755,0,0,0,0,0,0,0,0.1459701071909,0,0,0.24427537143889,0,0,0,0,0,0.2115990528701,0,0.2406391080422,0,0.9999999942410758,0.42898611189014124
V92,0,0.28040491655117,0,0,0,0.31326433759834,0,0.20445288744819,0,0,0,0.20178904165207,0,0,0,0,0,0,0,0,0,0,0,0.9999999973259566,0.38725622456628045
V93,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0.47341233860215,0,0.52642564127001,0,0,0,0,0,0.9999999883950064,0.3338138299640128
V94,0,0.15140586368391,0.16081358105798,0.13139659090811,0,0.0001,0.13408368863243,0.087645185169734,0,0.089626503616029,0,0,0.082149483842991,0,0.16277354721721,0,0,0,0,0,0,0,0,0.9999999966678694,0.4813130011137341
V95,0.21666226848789,0,0,0,0.0001,0.21101728037816,0.17096354846909,0.20177279451979,0,0,0,0,0,0.19942948574096,0,0,0,0,0,0,0,0,0,0.9999999951553331,0.5105129082763388
V96,0.24902164957112,0,0.213792364243,0,0,0.15828923567906,0,0,0,0,0,0,0,0,0,0.37880495881815,0,0,0,0,0,0,0,0.9999999983287343,0.42155606947867075
V97,0,0,0,0.31701503654605,0,0.12159131565856,0,0,0,0,0,0,0.11713869729406,0,0,0,0.33866995289368,0,0,0,0.1054882999616,0,0,0.999999996124702,0.545066210910181
V98,0,0.15604101080352,0,0,0.18639637893016,0,0.13320440082152,0,0.12231808411146,0,0,0,0,0.073299477598359,0,0.17525990099714,0,0,0,0,0.15345773812647,0,0,0.999999997392585,0.5837091962007204
V99,0,0,0,0.21663564687442,0.50023610775486,0.0001,0,0,0,0,0,0,0.28293692004113,0,0,0,0,0,0,0,0,0,0,0.9999999938260746,0.4129227700724165
V100,0,0,0,0,0,0,0.18338551190409,0,0,0,0.2658013197968,0.12687622458335,0.184181734448,0,0.069343559600213,0,0,0.087441262044903,0,0,0.082780829294223,0,0,0.9999999909561259,0.4178345019864312
V101,0,0.25807963836349,0,0,0.35715161553447,0,0,0.2164079749599,0,0,0,0,0,0,0,0,0,0,0,0,0.16827299778379,0,0,0.9999999949908552,0.4326173171419107
V102,0,0.23964997658352,0,0,0,0,0,0.080045681535471,0.20570593584593,0,0,0.11901466267239,0,0,0,0.1747231764496,0,0,0,0,0.1807639410577,0,0,0.9999999952561788,0.5272914904776621
V103,0,0.39564123715362,0.25515012678504,0,0.0001,0.3489818721692,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999954674773,0.27948334608761316
V104,0,0.20559686264713,0,0.0001,0.09141066077026,0,0,0.14916625402892,0,0,0.27972002592207,0,0,0.15114392641261,0,0,0,0,0,0,0.12285456307751,0,0,0.9999999926398488,0.5096707940479677
V105,0,0,0.25032403698708,0,0,0,0,0,0.060206113514199,0.091810070752553,0,0.26615268038653,0,0.22153223453738,0,0,0.10981356884939,0,0,0,0,0,0,0.9999999958750031,0.3950994252922352
V106,0,0,0,0,0,0.0001,0,0,0.085468079800593,0,0,0,0,0,0,0,0.35035915722677,0.13787089797201,0,0,0.1114315225236,0.31471168629138,0,0.9999999920844128,0.4350307656697003
V107,0,0.07849363579041,0,0,0,0.23852897411614,0.15256229120591,0,0,0,0.060622919969855,0,0.12838001669462,0,0.19940654320227,0,0,0,0,0,0,0.141893291982,0,0.999999996530124,0.5078968101735135
V108,0,0,0.46648575009854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23226461677768,0.30101766792356,0,0,0,0.9999999903833864,0.15452803108211488
V109,0,0,0,0,0,0,0,0,0,0,0,0.3902736444117,0,0,0,0,0,0,0.60964067506732,0,0,0,0,0.9999999987428932,0.21694216850672043
V110,0,0,0,0,0,0.52155510478705,0,0,0,0,0,0,0.47840887715835,0,0,0,0,0,0,0,0,0,0,0.9999999975634593,0.46184081245660485
V111,0,0,0,0,0,0,0.72555436357521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27439448190918,0,0,0.999999995890968,0.48910325863449344
V112,0,0,0,0,0,0,0,0,0,0.39516908241806,0,0,0,0,0,0,0.60471534605904,0,0,0,0,0,0,0.9999999921772719,0.4221860369934444
V113,0,0,0,0,0,0,0,0,0,0,0.2835936180083,0,0,0,0,0.52817228845648,0,0.18801570832248,0,0,0,0,0,0.9999999850330371,0.46426313493745447
V114,0.19106149649291,0,0,0,0.4311466777818,0,0,0,0,0,0,0.12849898013239,0.1521132850728,0,0,0,0,0,0,0,0,0.097054815564204,0,0.9999999912271474,0.4698043408087558
V115,0,0.14739065899959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40719817862201,0.4451834659026,0,0,0.9999999923382321,0.31657562684477286
V116,0,0,0,0,0,0,0,0,0,0,0,0,0.58081098734688,0,0,0,0,0,0.41907717248286,0,0,0,0,0.9999999923392663,0.38888833271994666
V117,0,0,0,0,0.12856028589783,0,0,0,0,0,0.18261605212087,0,0.24829456618036,0,0,0.15957208564806,0,0,0.28088744086594,0,0,0,0,0.9999999959407276,0.5575738261635834
V118,0.19772186605238,0,0,0,0,0,0.10732335500709,0,0.14391223508064,0.081555825362922,0,0,0,0.1918912962547,0,0.13772174018808,0,0,0,0.13975905712972,0,0,0,0.9999999942792901,0.5544757518173651
V119,0,0.24543372293309,0,0.19879634872764,0,0,0.081118445441041,0,0,0,0,0,0,0,0.27254908804215,0,0,0,0,0,0,0.20194200553461,0,0.9999999935593469,0.412936322116251
V120,0,0,0,0,0,0,0.23303128600319,0.21622629142782,0,0,0,0,0,0,0,0,0,0.1102434307862,0.080947231629482,0.1807385486095,0.064293709476397,0.114376110822,0,0.9999999882499899,0.5329492097043725
V121,0,0,0,0.2297992370795,0,0,0,0,0,0.26864112187927,0,0,0,0.079017616087679,0,0,0,0,0.25054916487614,0,0,0.17188703117453,0,0.9999999970324187,0.46297289177674905
V122,0.094385996299103,0,0.22796936594928,0,0,0,0.14841221760253,0,0,0,0.13358437939209,0.12000901981059,0,0.10443445256601,0,0,0,0.17109111416606,0,0,0,0,0,0.9999999942149995,0.44086932049660243
V123,0,0,0,0,0.32038261943462,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.67949849575809,0,0,0,0,0,0.9999999943147729,0.25563858913322557
V124,0,0,0,0,0.19973352215286,0,0,0,0,0.43921316085292,0,0,0,0,0,0,0,0,0.36098161089134,0,0,0,0,0.9999999971640077,0.4053123171997103
V125,0,0,0,0.40305517059416,0.0001,0,0,0.19750284852862,0.19230985179933,0,0,0.20688470017518,0,0,0,0,0,0,0,0,0,0,0,0.9999999922462546,0.26274478807651114
V126,0,0.253483497926,0,0.18172123372959,0.0001,0,0,0.2261782814029,0,0,0,0,0,0,0,0,0.05665182645323,0.15035221545221,0.13145095512379,0,0,0,0,0.9999999912605932,0.5348216814831039
V127,0.11769234359197,0.20569191221111,0,0.10379695093055,0.15357169159151,0,0,0.1740547547513,0,0.080240285640743,0,0,0,0,0.051440459820155,0,0,0,0.11344182019905,0,0,0,0,0.9999999969391432,0.46923293907850866
V128,0,0.33560595816089,0,0,0,0,0,0,0,0,0,0,0,0,0.39883165783485,0,0,0,0,0.26539369250476,0,0,0,0.9999999949117792,0.23928944948407585
V129,0,0.098683278951211,0,0,0,0,0,0.17945248959755,0.075960823494557,0,0,0,0.072107494751781,0,0.10286286278055,0,0,0.1719869897221,0.15155702745423,0.14730880147678,0,0,0,0.9999999971196587,0.5146704250101787
V130,0.096206475814098,0,0.15833542158991,0,0,0,0,0.095416414364398,0,0,0.08318051685794,0.15869304792655,0,0.16918361408489,0,0,0,0.13531425662044,0.10353003970856,0,0,0,0,0.9999999957687311,0.5060039545563645
V131,0,0.18982344703859,0.061710744800624,0,0.10251556329507,0,0,0,0,0,0,0,0.13642560829168,0.16722627681797,0.19424248203345,0.14789541852014,0,0,0,0,0,0,0,0.9999999876026288,0.5013996581760471
V132,0,0.071254475436503,0,0,0,0,0,0.18043488029347,0,0,0.16160414181834,0.062805358875552,0,0.044723974346175,0.17186401383691,0,0.11786037585191,0.18939687701828,0,0,0,0,0,0.9999999977491848,0.4573152158916595
V133,0.15038418762252,0,0,0,0,0,0,0,0.14887104136834,0,0,0.13970628394301,0,0,0,0.050008643488818,0.15134511476893,0.14691902912426,0.17143812150832,0.041207326867978,0,0,0,0.999999995739028,0.562446108863531
V134,0,0,0,0,0,0.0001,0,0,0.24543603395428,0.29090686143726,0,0,0,0,0,0,0,0,0,0.33998357288764,0.12347044435318,0,0,0.9999999937983288,0.40157634592837377
