Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
TCGA.3C.AAAU.01A.11R.A41B.07,0.052061536033855,0.0086295858749849,0.077073140502913,0.016156576237147,0.0012483289562837,0.022381636869813,0,0.063183267309722,0.10084073948065,0,0.060024323314263,0,0.016970397519304,0.16277904581982,0.028097498977587,0.36798061583532,0,0,0.022573307268338,0,0,0,1.0,0.008092739152736691,1.0942374403354624
TCGA.3C.AALI.01A.11R.A41B.07,0.027059723578072,0.0013474316667134,0,0.13785356007623,0,0,0,0.11431500699499,0.1384850620632,0,0.018050618054983,0.016111128949137,0,0.30580243936498,0.10369781600299,0.067970482989092,0,0.014947492528334,0.051873863823018,0,0,0.0024853739082686,0,0.19558993602606395,1.0234055788828602
TCGA.3C.AALJ.01A.31R.A41B.07,0.021621600873293,0,0.025681767658796,0.037485392361941,0,0.024502741899261,0,0.11144122467405,0.08872268039971,0,0.05648924595467,0,0,0.40263970362536,0.068573488446519,0.12129048630547,0,0,0.041551667800919,0,0,0,0,0.47819022420568985,0.8788778986693893
TCGA.3C.AALK.01A.11R.A41B.07,0.053739183290478,0,0.13940662175216,0.075392661020796,0,0.19893268337399,0,0.053472378898368,0.044523404608561,0,0.015021804489972,0.0016334657217617,0.013815756735386,0,0.077936122684255,0.22411688278642,0.0014149007360693,0,0.10059413390178,0,0,0,1.0,0.07590774312581731,1.042231217833418
TCGA.4H.AAAK.01A.12R.A41B.07,0.036992689941208,0,0.015390629652989,0.051722416822453,0,0.12266458824038,0,0.075953357979274,0.048707498905192,0,0.023146804758233,0,0.016751666167321,0.11486343412674,0.040050968396291,0.2884897678362,0,0,0.16526617717372,0,0,0,0,0.10271076150855397,1.0446760701737585
TCGA.5L.AAT0.01A.12R.A41B.07,0.077212338228814,0,0.03822305190451,0.11282276577509,0,0.12696334075329,0,0.11092530542049,0.071521773860862,0,0.034205039666653,0,0.0042581173265307,0.072409871658584,0.079035233537085,0.21585329175248,0,0,0.056569870115609,0,0,0,0,0.1882732558255273,1.0085426236340769
TCGA.5L.AAT1.01A.12R.A41B.07,0.0080813561137668,0,0.0085860440025738,0.16711404286606,0,0.07324556495998,0,0.093110794005345,0.087768803499624,0,0.032371064655033,0.032385165158892,0.027742656218389,0.023342192153766,0.11452831437513,0.23312226312683,0.016357151114742,0,0.082244587749873,0,0,0,0,0.34310133378644353,0.9445138821903762
TCGA.5T.A9QA.01A.11R.A41B.07,0,0.0078012000016777,0,0,0,0.2963884022171,0,0.016990506763521,0.08535365302966,0,0.081395547851217,0,0,0.24734445820034,0.0010769856652398,0.23450042115151,0,0,0.020098057079172,0,0.00905076804057,0,1.0,0.020757143079087395,1.105253291058249
TCGA.A1.A0SB.01A.11R.A144.07,0.010671518082922,0,0,0,0,0.29035812380152,0,0.16568043196239,0,0,0,0.043409993679211,0.038769940668473,0,0,0.25724907346444,0,0.10764349271799,0.082681158800492,0,0.0035362668225674,0,1.0,-0.0428,1.106190003422245
TCGA.A1.A0SD.01A.11R.A115.07,0.066365356660273,0,0.041072569991722,0,0,0.18532880429257,0,0.065708619886191,0.021951451116799,0,0.018071980561013,0.0074438461513977,0.0012293037653523,0.096273319625254,0.15307564307413,0.24039280840574,0,0,0.10308629646956,0,0,0,1.0,0.03682671462532962,1.0789405595247037
TCGA.A1.A0SE.01A.11R.A084.07,0.10237133097483,0,0.069644858622661,0.11986238886068,0,0.18382368855224,0,0,0.048581244359148,0,0.033012904396594,0,0.013227060639043,0,0.062240995457772,0.19461761352466,0.025260540325769,0,0.1473573742866,0,0,0,1.0,0.038032597954409525,1.0598151849335975
TCGA.A1.A0SF.01A.11R.A144.07,0.085271598622443,0,0.11432474211672,0.1833245792919,0,0.20513024315482,0,0.0537271397619,0.058326037678085,0,0,0,0,0,0.055863144116253,0.14489437144961,0.013094056396563,0.016622065807058,0.069422021604646,0,0,0,0,0.13696449926524282,1.0294898704492312
TCGA.A1.A0SG.01A.11R.A144.07,0.19766496511831,0.10083555071739,0.032514992149792,0.04656730439642,0,0.15041431949077,0,0.048236605059759,0,0,0.0046836354953379,0,0.0005,0.0069050910372608,0.05197717831815,0.25166543370756,0.017243385866326,0.0005,0.090243963829413,0,0,0,0,0.13779707887972065,1.0282431523718891
TCGA.A1.A0SH.01A.11R.A084.07,0,0,0.020164786156863,0,0,0.32097853915099,0,0.01568531180734,0.0051737493095767,0,0.0006,0,0.011091355846424,0.21798702165576,0.0014292386653013,0.20303519331825,0,0,0.20384710361387,0,0,0,1.0,0.08744977449126584,1.065904056487748
TCGA.A1.A0SI.01A.11R.A144.07,0.015803080381478,0,0.035563666435543,0.0078876228555066,0,0.16364771128662,0,0.14253101261501,0.018093305924369,0,0.014550681634116,0.039694005738433,0.025601199783096,0.24168308055097,0.116132084983,0.06611151593627,0,0,0.11270103187559,0,0,0,0,0.23217757779378065,0.9961531167629702
TCGA.A1.A0SJ.01A.11R.A084.07,0.14176058282797,0,0.1550465402343,0.021738587537525,0,0.20583506728555,0,0.011121461859946,0.01446407692855,0,0.027939607782915,0,0,0.095053177534764,0.066166519670482,0.16714362895863,0.051001003111306,0,0.041957742474133,0,0,0.0008,1.0,0.04236618520675637,1.0516358660539051
TCGA.A1.A0SK.01A.12R.A084.07,0,0.0059628599723872,0.023955672958357,0.038625101024797,0,0.34901627929645,0,0.23787865571749,0.0069561523276246,0,0,0,0,0.30741589470988,0.0095112241469557,0.0046503790439269,0,0,0.016027780802134,0,0,0,1.0,0.012437773698301199,1.1291936199420993
TCGA.A1.A0SM.01A.11R.A084.07,0.0007,0.0074821567661391,0.0015045587435518,0,0,0.2927600987219,0,0.07587411832646,0.018514965500517,0,0.0079270801975266,0.02596781216499,0.025830318705212,0.11661435458787,0.0008,0.31972152513416,0,0.0012621440529932,0.1034703764795,0,0.0015824985948619,0,1.0,0.07605449947091841,1.0651089444766018
TCGA.A1.A0SN.01A.11R.A144.07,0.057514688183068,0,0.013384336280547,0.092540316230038,0,0.27825174729761,0.0050723093012225,0.049137542696724,0.048084531423702,0,0.038307000972085,0,0.012127737423237,0.088631161261845,0.06709417687555,0.19657573623432,0,0,0.053278715820051,0,0,0,0,0.15180874569958894,1.02880953484283
TCGA.A1.A0SO.01A.22R.A084.07,0.10544814614603,0,0.12268228832682,0.022919223380439,0,0.11997999768047,0.0053510353032208,0.06637504508221,0.029670761029581,0,0.00294417875165,0,0,0.20960009314936,0.061521224053541,0.24891184669742,0,0,0.0045961603992627,0,0,0,1.0,0.020274021819725,1.082365958044307
TCGA.A1.A0SP.01A.11R.A084.07,0.051477556606198,0,0.029310823711117,0.027031877428809,0,0.17843878404941,0,0.043388119393054,0.037739821547129,0,0,0.026925666229941,0.027039849963033,0.25458687984757,0.058015691241462,0.17642024035548,0.039523290416393,0.020703634804227,0.029397764406178,0,0,0,0,0.27673934579675014,0.9772607477194487
TCGA.A1.A0SQ.01A.21R.A144.07,0.15131938320968,0,0.087040290625386,0.084796031429868,0,0.14134357594854,0,0.045615969707104,0,0,0,0.015753879486685,0.0339039507227,0,0.035706181190014,0.30497205989558,0,0,0.099548677784442,0,0,0,1.0,-0.0198,1.0797654888225683
TCGA.A2.A04N.01A.11R.A115.07,0.064345104921897,0.038825246002174,0.033293908118916,0.0098765138994037,0,0.068610243756772,0,0.10747740074832,0,0,0.03684997548263,0,0.0065397552029241,0.13275147349852,0.050482126459955,0.30677086940904,0,0,0.14417738249945,0,0,0,0,0.0935363515368878,1.0483721753463953
TCGA.A2.A04P.01A.31R.A034.07,0.096570981488021,0.048252736549838,0.050877489363325,0.059127527936501,0,0.10625498209833,0,0.1695614164051,0.026451939785179,0,0,0,0.0041001430892773,0,0.14419224940683,0.17868316585865,0,0.08257690562308,0.033350462395863,0,0,0,0,0.2239659879345506,1.001557320604038
TCGA.A2.A04Q.01A.21R.A034.07,0.014195500952332,0.04755616613208,0.047151461694645,0.089609545833605,0,0.1217811949112,0.024953641580861,0.11971911490995,0.069931263652568,0,0.057284604219581,0,0.014192965193505,0.13415032069661,0.12088840643162,0.11290916397871,0.0014469084373561,0.0015069296919786,0.022722811683408,0,0,0,0,0.43172980748236794,0.9011903971502463
TCGA.A2.A04R.01A.41R.A109.07,0.11250614106915,0,0.078087274307256,0.011121969599766,0,0.039871619668883,0,0.011392841117877,0.012393002489935,0,0,0.0059667215232084,0,0.45941512585839,0.037707680544353,0.12449080257049,0,0,0.10704682125069,0,0,0,1.0,0.04114478115400098,1.1234982637113633
TCGA.A2.A04T.01A.21R.A034.07,0.103580705912,0,0,0.072973207080861,0,0.07391150106807,0,0.17217830560153,0.051169116224805,0,0.0003,0.023677721084062,0,0.20548818936308,0.078291153830292,0.15917893432665,0,0.025532916772991,0.033550242950275,0,0,0.0002,0,0.26276092467008805,0.9822608897865472
TCGA.A2.A04U.01A.11R.A115.07,0.13655518177744,0,0.11451390871457,0.03636933363432,0,0,0,0.047481786248483,0.033144252922719,0,0.014337671788,0,0,0.318878725117,0.04471533906486,0.23879915641748,0,0,0.015204644315133,0,0,0,0,0.14718657717806402,1.04747075503568
TCGA.A2.A04V.01A.21R.A034.07,0.0073398161243577,0,0,0.013770976228312,0,0.14418134567581,0,0.0098631830642265,0.038049918562045,0,0,0.066898898500386,0,0.34913898221967,0.024505137946511,0.19614554324738,0,0,0.15010619843131,0,0,0,0,0.2544816448079866,1.0025517011473875
TCGA.A2.A04W.01A.31R.A115.07,0.084293041837492,0,0.087834507543463,0.024909634717277,0,0.066201717448014,0,0.011190642318481,0.010146034007928,0,0.017638748216404,0,0,0.42861116939459,0.031450275996533,0.1821175974857,0,0,0.055606631034112,0,0,0,0,0.20607117896790142,1.0360878256497905
TCGA.A2.A04X.01A.21R.A034.07,0.064974426072116,0,0.076227946476508,0.11083779487319,0,0.13954764364032,0,0.081108315765222,0.061161515786933,0,0.034269361756711,0,0.0077708916099948,0.070773403043684,0.086784621946366,0.18843084810613,0,0.042505970876933,0.035607260045892,0,0,0,0,0.2540687090966569,0.9796572256550328
TCGA.A2.A04Y.01A.21R.A034.07,0.065620199610989,0,0.026890328244905,0.038430064435224,0,0.16754306902366,0,0.068620274798063,0.045080357793624,0,0.026863460885954,0,0,0.028846502618368,0.078391435169231,0.40732848073132,0,0,0.04638582668866,0,0,0,0,0.20365451002660417,1.0070862986398683
TCGA.A2.A0CK.01A.11R.A22K.07,0.066092732864584,0,0.020323465957231,0.13413594517728,0,0.26491624661052,0,0.036776829007096,0.01947522713907,0,0.015331147751522,0,0.014976547297601,0,0.055732402281395,0.32771325316861,0,0,0.044526202745095,0,0,0,1.0,0.08223517182386661,1.0597473356681586
TCGA.A2.A0CL.01A.11R.A115.07,0.13253367727053,0,0,0.10703493640179,0,0.23873392059831,0.032657281333606,0.078051132311148,0.02088813854693,0,0.055273279370111,0,0.017398443010744,0.014522484202519,0.13178609656098,0.1392810088606,0,0.013181308559199,0.018658292973535,0,0,0,0,0.4283785443612749,0.9039913182135606
TCGA.A2.A0CM.01A.31R.A034.07,0.0099802676215426,0,0.015274137990953,0.079071369125913,0,0.11120351386307,0.003015761624306,0.11999339816293,0.045930074680136,0,0.013678284309235,0.043396180304532,0.031556805460385,0.24697304357049,0.17614334412807,0.054528100913229,0.0006,0,0.048702650471855,0,0,0,0,0.33072068398018356,0.9590517936354992
TCGA.A2.A0CO.01A.13R.A22K.07,0.14588246088041,0,0,0.12437034116801,0,0.19458614942112,0,0.15277692084623,0.07858598849612,0,0.013364533438645,0,0.0078647353906523,0.031809018710935,0.089671870097325,0.15612848710136,0,0.0021889512185274,0.0016344914743952,0.0011360517562667,0,0,0,0.16235780196109614,1.0352134967609647
TCGA.A2.A0CP.01A.11R.A034.07,0.08583924166388,0,0.07909216694284,0.076452572429774,0,0.10650037476495,0,0.050206313619225,0,0,0,0.012312022351062,0,0,0.076287335047275,0.28801325877714,0,0,0.22529671440386,0,0,0,0,0.14896001973584788,1.0218559851930538
TCGA.A2.A0CQ.01A.21R.A034.07,0.083200818045545,0,0,0.037554256718677,0,0.133514280174,0,0.073006604541252,0.01961237635465,0,0.0033728677053542,0.0048554296836435,0.11358395067702,0,0.028178567527236,0.46070408543299,0,0,0.040521081984932,0,0.0018956811546949,0,0,0.09365530245204141,1.0606609874213369
TCGA.A2.A0CR.01A.11R.A22K.07,0.070229204430485,0.0063519014708483,0.0096713175508702,0.19542323528376,0,0.18596926169073,0,0.10089210225605,0.066382075719569,0,0,0.031928928962185,0.015905380481241,0.11212173118823,0.065703855131366,0.11430226391787,0,0,0.025118741916791,0,0,0,0,0.5315074917326361,0.8482612031062481
TCGA.A2.A0CS.01A.11R.A115.07,0.037658215799453,0,0.0001,0.032389906677851,0,0.079864528640559,0,0.056251251957402,0.033743943354618,0,0.018297294575202,0,0.0073525553496876,0,0.0006,0.25690792228651,0.23526537530183,0.083298508963666,0.15214590553693,0,0,0.0061509950995594,0,0.16688517300380132,1.0182280480379649
TCGA.A2.A0CT.01A.31R.A056.07,0.049971391506196,0,0.054910347466183,0,0,0.14236082681941,0,0.06078091341232,0.0031124652901167,0,0,0.029381224952141,0.002408581180618,0.0205516317913,0.023212025495755,0.40229389902265,0,0,0.21101669306332,0,0,0,0,0.10333182128722483,1.0480524037199868
TCGA.A2.A0CU.01A.12R.A034.07,0.18001090096172,0,0.064018508655273,0.046524635499476,0,0.12678813945057,0,0.061241332125866,0.019211795154332,0,0.0042883403220732,0,0.011025913107504,0,0.073739065000254,0.3022717432039,0,0,0.11087962651904,0,0,0,1.0,0.01755470051415981,1.070356275788974
TCGA.A2.A0CV.01A.31R.A115.07,0.11449402153825,0,0.045528174197669,0.088082285727562,0,0.15096280387371,0,0.096965161840662,0.013181390976594,0.020886638880932,0,0,0.017939187294583,0,0.076754177036755,0.33661837749745,0,0.0094162879452314,0.029171493190597,0,0,0,0,0.09315003831940111,1.048912025735249
TCGA.A2.A0CW.01A.21R.A115.07,0.080095138977339,0,0.018376967743485,0.021160035660294,0,0.16922733690258,0,0.11393922859352,0.041336463567365,0,0.042380658037086,0,0.0021377714593774,0.13067213257364,0.088016347109887,0.19704097309227,0,0.031035591401171,0.064581354881979,0,0,0,0,0.15346992768268317,1.0237305605192608
TCGA.A2.A0CX.01A.21R.A00Z.07,0.03395723451741,0,0.016861415936389,0,0,0.18267413154465,0,0.080058079143227,0.031131555576353,0,0,0.01018188282333,0,0.26494649153217,0.073387945339261,0.24968618312661,0,0,0.057115080460593,0,0,0,0,0.2180816441406755,1.0110403207665029
TCGA.A2.A0CY.01A.12R.A034.07,0.016863404853872,0,0.035274034604851,0,0,0.081376804594298,0,0.059179361471248,0.036275684660994,0,0.12473621621678,0,0.0091738759654004,0.53265543893645,0.021725031041842,0.068239861197532,0,0,0.014500286456726,0,0,0,0,0.1217425825067909,1.1025648719247612
TCGA.A2.A0CZ.01A.11R.A034.07,0.012446666958456,0,0.040440975632698,0,0,0.1424287288499,0,0.054957102229777,0.041377331896803,0,0,0.016800455980883,0,0.39604491149064,0.070512195954705,0.097339338126727,0,0,0.12765229287942,0,0,0,0,0.5589606686802676,0.8302636894311375
TCGA.A2.A0D0.01A.11R.A00Z.07,0.036720032080453,0,0,0.065564490567937,0,0.13224932915223,0,0.1156950768524,0.026011274630706,0,0.052199490190714,0.0048648471762331,0,0.28429111948092,0.10106456085467,0.16291640025738,0,0,0.018423378756347,0,0,0,0,0.20516462455980827,1.019623593689914
TCGA.A2.A0D1.01A.11R.A034.07,0.065353871311046,0,0.037136970099582,0.082683504427376,0,0.081144217274933,0,0.062116240222886,0.044626644491647,0,0.017765306339418,0.0009,0,0.42503746058274,0.050826746056852,0.1324150570236,0,0,0,0,0,0,1.0,0.07148175467234898,1.1025663684963927
TCGA.A2.A0D2.01A.21R.A034.07,0.067568771887374,0,0.026634319660887,0.077910705292408,0,0.07647565705466,0.029481097176315,0.11227389057899,0.017858634872698,0,0.016529258487949,0,0.020464804232936,0.26343634368124,0.095602547556739,0.15106783602398,0,0.0090693127977454,0.035626820696082,0,0,0,0,0.28481243032512943,0.9735997922295171
TCGA.A2.A0D3.01A.11R.A115.07,0.077814852858426,0.01522146355369,0.083718570276229,0.081944181146651,0,0.19156019236585,0,0.14470828226538,0,0.055084706472223,0,0.0044282731305705,0,0,0.079645175901909,0.23088198997079,0,0.0095000361010576,0.025492275957223,0,0,0,1.0,0.07010162694258605,1.0585170895895104
TCGA.A2.A0D4.01A.11R.A00Z.07,0.12194104686714,0,0.054670035492624,0,0,0.10807694370051,0,0.064432597493828,0.018037220225583,0,0,0.037337064208604,0.0096259896463819,0.12897059759966,0.025840566286955,0.2568831357001,0,0,0.17418480277861,0,0,0,0,0.17378343422066647,1.0124082843138482
TCGA.A2.A0EM.01A.11R.A034.07,0.0014966083287836,0.009591211978784,0.012518283926911,0,0,0.24619714757745,0,0.051057428262202,0.052095829044877,0,0.068030966441411,0,0.032819613713037,0.10854845092518,0,0.2022784860244,0.0035760368561706,0.0042850490509979,0.20750488786979,0,0,0,1.0,0.01553746295017263,1.0806213403314555
TCGA.A2.A0EN.01A.13R.A084.07,0.088006196662997,0,0,0.093317172440901,0,0.19908367856059,0,0.10764559941057,0.061892830574859,0,0.036094799577185,0,0.012673567583561,0.02198414813942,0.079267983604875,0.22666836459587,0.019307291635985,0,0.054058367213189,0,0,0,0,0.2252581910702249,0.9957251947867433
TCGA.A2.A0EO.01A.11R.A034.07,0.0645602698214,0,0.067318861698217,0.06002826274388,0,0.27886406437514,0,0.019965050430507,0.0022331477587218,0,0.018101219035917,0,0.0094993351723352,0.086227278837559,0.067501927049874,0.24572596603275,0.0040290234496192,0,0.075945593594079,0,0,0,0,0.13553608540162448,1.0275921103746686
TCGA.A2.A0EP.01A.52R.A22U.07,0.061504452570179,0,0,0.023019186666696,0,0.14529176055297,0.0043031370025075,0.086143611519671,0.072176416073806,0,0.027558184203681,0,0.028871716430052,0.32035488904249,0.027223866820994,0.1703862139431,0.013867409539134,0,0.019299155634725,0,0,0,0,0.5463143921839786,0.8390169463893189
TCGA.A2.A0EQ.01A.11R.A034.07,0.061149757829704,0.0017919321871897,0.044426222231421,0.15423485672978,0,0.10946467647811,0.051961429731907,0.091385803783119,0.017164070814002,0.010025765159207,0.026433893824691,0,0,0.16461581156304,0.11869928780385,0.11743836032297,0,0.0003,0.030905116973039,0,0,0,0,0.3874968032316519,0.922894655918525
TCGA.A2.A0ER.01A.21R.A034.07,0.0184450853408,0,0.090429426675657,0,0,0.23825471188417,0,0.046808018654368,0.0006,0,0.0086323954091108,0.012500643442781,0.0050233451872008,0.045081030822075,0.046580625391069,0.26126334039675,0,0.013513998746049,0.21215615847971,0,0,0.0007,1.0,0.027583168143876,1.0669604390549619
TCGA.A2.A0ES.01A.11R.A115.07,0.12458768895,0,0.023062545795096,0.039114068804303,0,0.25447362827755,0,0.013034556211019,0,0,0,0,0.0019429544571424,0,0.049840147645181,0.35009687481696,0.035499696765234,0.021698279346962,0.086649558930559,0,0,0,1.0,0.056614476205795156,1.0612860138049687
TCGA.A2.A0ET.01A.31R.A034.07,0.11318600542342,0,0.0036845449367501,0.092224672145207,0,0.20587438052382,0,0.049871259151372,0.022279445955199,0,0.026983328984894,0,0.04994672382331,0,0.035344341328002,0.34078179857501,0.04395014453932,0.013752101152123,0,0.0021212534615788,0,0,1.0,-0.0033,1.0916547592659884
TCGA.A2.A0EU.01A.22R.A056.07,0.099751889747404,0,0,0.0097281912750813,0,0.14481716140219,0,0.090813602773941,0,0.018621465718815,0,0.0048582805778722,0,0.14242826227482,0.069474435212579,0.17895612810132,0,0.041818702072934,0.19216998999634,0,0,0.0065618908466928,1.0,0.0711488599994899,1.057107082703062
TCGA.A2.A0EV.01A.11R.A034.07,0.070307276407018,0,0.025318007098033,0.041911111980029,0,0.15268257422141,0.0031261196910634,0.032925114659826,0.027960134838039,0,0.029608627945652,0,0,0.37231648970205,0.027250641113014,0.17105953613247,0,0.0050819477746356,0.040452418436764,0,0,0,0,0.22349465368123408,1.0162841485145315
TCGA.A2.A0EW.01A.21R.A115.07,0.0066367412127441,0,0.014335232206345,0.20900268975403,0,0.078448653760629,0,0.14581864311324,0,0,0,0.02924105103042,0.043005997989342,0.061520863393631,0.003383685725619,0.22858433098978,0,0.025157892699525,0.15486421812469,0,0,0,1.0,0.07777341574418487,1.0572406495166695
TCGA.A2.A0EX.01A.21R.A034.07,0.01947488662141,0.0035050804792743,0.032178210264958,0.08569806963708,0,0.17693790371103,0,0.11814435780356,0.0082818910424671,0,0,0.056347845549564,0.041281290312429,0.22270971396655,0.069195177377813,0.07231023083682,0,0,0.093935342397043,0,0,0,1.0,0.03242585771946254,1.0790595710857607
TCGA.A2.A0EY.01A.11R.A034.07,0.06084159609153,0,0.013149616695431,0.050017595495274,0,0.22686816138764,0,0.12948243454431,0.0031696031302117,0,0.038284331997813,0.0037865083614472,0.028961041870367,0.0047789754978658,0.088852343534265,0.24703199215229,0.013326314087408,0,0.091449485154155,0,0,0,1.0,0.06833768079751683,1.0575908364222053
TCGA.A2.A0ST.01A.12R.A084.07,0.048605598065511,0.060306135201975,0.03818683658526,0.12685404638282,0,0.13224138382243,0.0002,0.10321068092163,0.055454988884353,0,0.016765487442965,0,0.011583979577221,0.10443644797573,0.16964858443494,0.055817045592217,0.034675181663522,0.013036640390193,0.029016793587509,0,0,0,0,0.5827978094276678,0.8194522487255151
TCGA.A2.A0SU.01A.11R.A084.07,0.11793321676878,0,0.077781988974666,0.055930397356207,0,0.12133150898564,0,0.034518991459972,0.05914789704746,0,0.009745429532468,0.0007,0.01038215098879,0.1472678497919,0.043162261917856,0.2305016597984,0.0085406312210178,0,0.083078327222436,0,0,0,1.0,0.06503654353785143,1.0521215827618335
TCGA.A2.A0SV.01A.11R.A084.07,0.026382854938284,0,0,0,0,0.090614967291469,0,0.065376740457528,0.064700676497074,0,0.036011655603744,0,0,0.23538823325989,0.052533331311833,0.39798921544905,0.0005,0,0.024859256501585,0,0,0.0056321784180261,1.0,0.023314491759114753,1.1176232895317744
TCGA.A2.A0SW.01A.11R.A084.07,0.080610752362154,0,0.090061718653167,0.13389406859773,0,0.07748949077952,0.0045984017874168,0.10244684633333,0.024663142103096,0,0.019985830382511,0.0076393742447248,0.016440465472762,0.16346738065453,0.073242368612493,0.12111034890145,0,0,0.084349811115117,0,0,0,0,0.2524128592347013,0.978123995763929
TCGA.A2.A0SX.01A.12R.A084.07,0.016770269878092,0.024591072465106,0.036194589015937,0.0091923357438642,0,0.12383893269938,0,0.12350127656865,0.052815822753282,0,0.026969605866614,0,0,0.37686069857472,0.088655219723615,0.073140039816046,0,0,0.047470136894683,0,0,0,0,0.5404181807651707,0.8417882625910238
TCGA.A2.A0SY.01A.31R.A084.07,0.17120183911129,0,0.067991397872143,0.062131762829711,0,0.19543990656256,0,0.07497905103988,0.012372636243483,0,0,0,0.015856932210705,0.010095162673214,0.068548842832191,0.22461865102002,0.011279366814754,0,0.08548445079005,0,0,0,0,0.1868814828765835,1.0041691854605743
TCGA.A2.A0T0.01A.22R.A084.07,0.071691736624171,0,0.0016980726239837,0.0397779752377,0,0.17996773824294,0,0.058848305492092,0.029916951805709,0,0.049170194323551,0,0,0.2532259660229,0.10273898602028,0.20584968026559,0,0,0,0.0071143933410854,0,0,0,0.18948838672014984,1.0255463002898955
TCGA.A2.A0T1.01A.21R.A084.07,0.040567735446967,0,0.0058449597396122,0.064042705945059,0,0.20117943775792,0,0.076628593207438,0.082679501458501,0,0.016650369525779,0.012015433375584,0.020779687890865,0.20680484809968,0.095764258084349,0.1419463862992,0,0,0.035096083169053,0,0,0,0,0.3262843604852927,0.9537797825449574
TCGA.A2.A0T2.01A.11R.A084.07,0.066472719330779,0,0.13499319988609,0.090281807812472,0,0.1059726783483,0,0.10410924030242,0.014228442229107,0,0,0.022970547350525,0.0061669572840439,0.093402726309033,0.088962659620676,0.25083127465967,0,0,0.016835398392427,0,0,0.004772348474458,1.0,0.090901169218683,1.0437230975487584
TCGA.A2.A0T3.01A.21R.A115.07,0.096562315517779,0,0.010301412036563,0.044220689921683,0,0.04861450265732,0,0.089137065930594,0.03025647716742,0,0.027456811679818,0,0,0.32675577312995,0.066277615919892,0.24614269521544,0,0,0.014274640823535,0,0,0,0,0.15338963992069662,1.0521434747976688
TCGA.A2.A0T4.01A.31R.A084.07,0.049610594471143,0,0.018237782415832,0.060028300534986,0,0.083019871607547,0,0.054562344642512,0.029160434429442,0,0,0.015217488329995,0,0.21793377330236,0.06271250513954,0.2247659009952,0,0,0.18475100413144,0,0,0,0,0.2751346578687157,0.9770030947464184
TCGA.A2.A0T5.01A.21R.A084.07,0.087305525226751,0,0.0402655271772,0,0,0.035022669139366,0,0.104885869469,0.057890077663505,0,0.052896161385439,0,0.002856699235162,0.21012118137631,0.022508682511348,0.28619208814644,0,0.053041402673462,0.04701411599602,0,0,0,1.0,0.057839729622002074,1.0715952982096746
TCGA.A2.A0T6.01A.11R.A084.07,0.14608207716288,0,0.0043194128598605,0.034736469370744,0,0.21291810998555,0,0.078474647105152,0.012704947755381,0,0,0,0,0.015684001247786,0.061171506467465,0.26193243433096,0,0,0.1712555377669,0,0,0.0007,0,0.18561173175792497,1.008733851212604
