Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Pearson Correlation,RMSE
V826,0.0097984795167308,0,0,0.012838147139508,0.45392980997778,0.022400953453687,0,0,0.01930392743623,0,0,0.015386135115114,0.0021585151946229,0,0,0,0,0.0035280525864105,0,0.015311410475835,0,0.44534456910408,0,0.6162216440975623,0.789937489111656
V827,0.0035193855190141,0.12435845723239,0.0010808275488326,0,0.11568648745615,0,0,0.14003546402449,0.12259739717958,0.037211890211643,0.11285457229733,0.010671119044621,0,0,0.094537696184166,0.12855870520189,0.0004,0,0.074543690249964,0.028451812946088,0.0054667944399088,0,0,0.3310155416860658,0.9505238061693821
V828,0,0.0166461663713,0,0.017002637653411,0.16547511988452,0.037106164578663,0.31011683991661,0,0.30231772502774,0,0.080674380680608,0.038204669316767,0.0099033599151017,0,0,0.0008,0,0.016473969358546,0.0010609537046146,0.0019434860422466,0.0022914569807499,0,0,0.49604168807139376,0.872497463737161
V829,0.0037991590419521,0.24091446779454,0.27945814797304,0.010094159426399,0,0,0,0,0.0041570198854921,0.0085241870628429,0.14698590755525,0.018945475676472,0,0.0004,0.1612048241347,0.095751419526719,0,0,0.0098799944586609,0.018670467615776,0,0.0012298100304916,0,0.6085759266365407,0.7943395423666169
V830,0,0.012410453577996,0.0016661649393019,0,0,0.038659557784289,0.085462398552239,0.055655200610625,0,0,0,0.2327000910855,0.17927716007689,0.076962436503606,0.0032285588027197,0.0073235812638625,0,0.10413937706655,0.0013991258813302,0,0.0007,0.20043823825511,0,0.398854767036917,0.9267585201736243
V831,0,0.14159850828567,0.0001,0,0.0059808784470672,0.0002,0.0003,0,0,0.016265605905206,0.21382543584403,0,0.21503484717344,0,0.0004,0.063062967214542,0.0097683281704259,0,0.17763272427089,0.15431167986061,0.0014662183691429,0,0,0.42707220168441057,0.9059566915013081
V832,0.17404350876933,0.18361345537886,0.015924711486166,0.002398691051105,0.056080785378895,0.018812205913982,0,0.0023674624933039,0.084118077674703,0,0,0.016111755355723,0.15478303994016,0,0.0009,0.0001,0.19344393041652,0.0008,0,0.013849955677257,0.08271811198612,0,0,0.4404942668514209,0.8976264295807375
V833,0.18841536210146,0.19763198850195,0,0.17783307820508,0,0.0017062527483323,0.005260544344236,0.0007,0.13469176731746,0.0067479741384991,0,0.0031970597287243,0,0,0.13557901398676,0.0063483391974894,0.0010449798924083,0,0,0,0.078351245169496,0.062473731099648,0,0.4289722762191621,0.9103869764517543
V834,0,0.0065551661061361,0,0,0,0.0012460082565165,0,0,0.0033771185268078,0.56180038455622,0,0,0.0048847119367009,0.39736419098977,0.0009,0.012698802773792,0,0,0,0.0003,0.0086633637484315,0.0022100670672378,0,0.5738699628177418,0.8214680500276137
V835,0,0.39766940590643,0,0,0.0034259260118845,0,0,0.0052629355315093,0.0026435760752638,0.0026150848603105,0.0053225128833747,0.28995314526123,0.010862814376509,0,0,0,0,0.27761611285888,0,0.0046284862346125,0,0,0,0.5745631555260813,0.8200679998472618
V836,0.074120654791628,0.2050671756025,0,0.060135970292478,0.17459532734073,0.0097819720299185,0,0.0004,0,0,0.008420801163917,0,0,0.10936432733118,0.0064863432721937,0,0.0027604881731054,0.17618043874157,0,0.17267390803972,0,0,0,0.5396257502145978,0.8436805195782687
V837,0.0085218895517979,0.11175483690573,0.0006,0,0.004710405302998,0,0.01736246499918,0,0.0035446223136087,0.20432181698811,0.0043864445990976,0.0004,0.21775103652965,0,0.0021753383560811,0.14578744661766,0.020557513913003,0.10282361681149,0.0052856346512108,0,0,0.14999582813309,0,0.5221862407500858,0.8537626117469791
V838,0.0008,0.15462414796373,0,0,0.0009,0.043142588670614,0,0,0.0013918779544491,0.15479641252874,0.0038855850878771,0,0.0004,0,0,0,0.15639798779808,0.16905930813732,0.1054607708538,0.042070506029491,0.16258570942711,0.0045065172703029,0,0.3499737088077985,0.9377868117232538
V839,0,0.010520854335746,0,0.0002,0.003299011662362,0,0,0.0002,0.0037318261671298,0.0052774164525985,0.028263565660742,0,0,0.15352088605678,0.0056182745669496,0.35628998571891,0.40090787707959,0,0,0.029893261627207,0.0020516117970786,0.0002,0,0.4537148993446444,0.898012524056871
V840,0.017630997896101,0.057807936833834,0,0.0078259523097437,0.19653741151358,0.090576908504985,0.0076901958438273,0,0.11764676717014,0,0.012483049463266,0,0,0.28862799609152,0,0.0065758719234126,0,0.17172486286134,0.016326623482564,0.0062035950499389,0.0023418310557493,0,0,0.35560485357579913,0.9423626068552698
V841,0.14831949333514,0.0014351778214306,0.0023469162201517,0,0.0064611375377574,0,0.013779453677015,0.0032499399946262,0,0.098788758639008,0,0.15975756271973,0,0.0013748602892438,0.0013900720483493,0,0.001267250774156,0.18254831667718,0.020911428298574,0.34550092503639,0.0001,0.012732718112575,0,0.6696561694719539,0.7433722214373472
V842,0,0.007072389417684,0,0.12302873041326,0,0,0.033552339430614,0.16878997990259,0.0048828818787321,0.0075714739688211,0,0,0.15168630658059,0,0.21642887682123,0,0.010122031845999,0.056363463323433,0.032738829237098,0.10225878942362,0,0.085503907756331,0,0.5591803069156532,0.8299190849800285
V843,0.01194221900028,0,0,0,0,0.0017246282762128,0.0028720887273067,0,0.047110149039925,0,0.11867570110639,0,0.21048385263201,0,0.21031199496407,0.18440648777338,0,0.088368674127148,0.1166045691398,0.0071451392711977,0,0.0004,0,0.4731170823251719,0.8809102838706769
V844,0,0.0090956164292476,0,0,0.008439116149765,0.011774558693161,0,0.14571810375002,0.102070529849,0,0.25286286050728,0.016231310666331,0.0006,0.0080730165681103,0.0018018748739626,0.218170934803,0.1272667588277,0.0004,0,0,0.095200325398923,0.0022888162815856,0,0.523837516466007,0.8530384419927556
V845,0.0018322694563273,0,0.0002,0,0.0002,0.0012220778955613,0.0005,0,0.0003,0.0030915336361519,0.0003,0,0.49944421390121,0.0017130345073191,0.0003,0,0.0033620486997287,0.48608583486084,0,0.0001,0,0.001371510429779,0,0.6300277939235767,0.7761118314061543
V846,0.089342227860548,0.15293911553113,0,0.0050609961486725,0.0077535419405675,0,0,0,0.00589691407766,0,0.0010180745540183,0.0018529684935704,0,0.43606072600021,0,0,0.1316406280993,0.0059433012176401,0.0030089434182248,0,0.1592748249399,0.0002,0,0.6129590699012394,0.7936629350865015
