"B cells"	"Interferon"	"Macrophages"	"Monocytes"	"Neutrophils"	"NK cells"	"Plasma cells"	"Proliferation"	"T cells"	"Translation"
"X946373"	3.00339567059009	5.46425615255644	3.43442820239968	4.39864692560414	3.44307504578427	NA	3.09788431581744	6.40302120422092	3.05688366271904	9.56372447463847
"X946360"	3.02508929952565	4.78800601531688	3.32188391783721	4.16520285600187	3.14308097972857	NA	3.13996605296773	7.77352387106554	3.0572031622815	9.50632049920254
"X906817"	2.9804748525227	6.32038846349099	3.31049477659178	4.27814572714641	4.75216382403163	NA	2.86041992227807	7.27181003678928	3.05813032662807	9.60907571586078
"X905936"	3.15709212750935	4.67163160898208	3.41069185660797	4.54017745673221	3.42521985373972	NA	2.84003670530029	6.68488653305564	3.05838840043958	10.2630774644079
"X907321"	3.04187279552127	5.36363235092544	3.57235921535785	4.13765682264718	4.21666623482815	NA	3.21435094250991	6.80888036210742	3.05930512619341	9.98281669026001
"X687983"	2.97596747332342	4.37050216805359	3.25378168106947	4.26430646664012	3.48681240322253	NA	2.94685795827517	7.60150411564876	3.06054100292542	9.99263298356875
"X930297"	3.06538666110569	5.79050145194787	3.51058239795569	4.39310985302792	3.4443765155088	NA	3.00972835073139	7.87121747371382	3.06245719369313	9.42194327728348
"X1322213"	3.0986103600154	3.90498294662955	3.23289016708732	4.00602370807999	3.42999545600107	NA	2.90841806756257	7.64650927850118	3.06452624570502	9.55764833836
"X910936"	2.95544312003919	5.15936674724313	3.52821938939673	4.47101847808917	6.05755463176943	NA	2.987376329068	5.31002745955911	3.066540728451	9.47199011912394
"X910952"	3.01049309648299	5.28396947679628	3.61418801053823	4.52354998548853	3.40454561517774	NA	3.02180710796487	6.30246099580016	3.06755519709101	9.62218376552865
"X753572"	3.06496210642075	4.7974870451633	3.4321840312118	4.42971556376939	3.52436125683752	NA	3.04724919655736	6.68520203608586	3.06829085146201	10.2886697281975
"X905970"	3.05359832475152	4.67632653641175	3.32406394705516	4.29461188792673	3.7586625329717	NA	2.98680847701716	6.64615101908629	3.06895119141685	9.41263015036815
"X930298"	3.02799733986329	5.43369204650396	3.75161970259873	4.26916890227729	5.31718163793524	NA	2.96802679706847	7.06281287795607	3.06901259264597	10.1692156387104
"X1240141"	3.01144812364415	5.30263883001113	3.33266115367395	4.24590277028005	6.60539642119178	NA	2.98957664720418	5.91549387473048	3.06990225792579	9.7123854331799
"X909257"	3.07601784159652	5.39277000211001	3.4467258456844	4.30762435949904	3.38089841666058	NA	3.24490074101846	7.6128981075497	3.07084560972994	9.92665893678311
"X1330972"	3.20828194645416	4.40345522839472	3.17758033958821	4.00603042282089	3.25339801574243	NA	2.99947857999354	7.77772991383995	3.07117388871325	9.67570067187718
"X1503365"	2.98502306701236	5.68899953516225	3.40065641671963	4.1969528002667	3.20790548358714	NA	2.94716012547469	7.23656471415139	3.07253191477637	9.72056287404489
"X753622"	3.03484738708762	4.75168255810525	3.44315717515296	4.26083352271882	3.73081283515655	NA	2.9430990466209	7.71905913572717	3.0735248949614	9.48292723124042
"X907794"	3.07373625201804	4.5128322203175	3.43126009740765	4.40062315507499	3.40541133781524	NA	3.0402948464857	6.89505984599578	3.0743127130462	10.0797019559349
"X687514"	2.99678770211356	5.62632429454519	3.39610749385012	4.36508681406654	5.83514511310239	NA	2.75697877694189	7.33216271280514	3.07869730418047	9.79405435266331
"X1480358"	3.08074849232555	6.23315267661225	3.23902526253922	4.37144417213408	4.02358754701274	NA	3.1381386139014	7.14960460897623	3.08009068170179	9.82552772847269
"X949090"	3.11899840685743	5.11669578388353	3.37465622211428	4.30318493667773	3.24149363496601	NA	3.14051078050985	7.38092975303653	3.08185851363017	9.66736600559353
"X1240217"	3.05430854355115	4.26845233363146	3.22990675492411	4.20276801063565	3.4263399087766	NA	2.90947222252065	7.7967904759734	3.08386035005821	9.61327905974847
"X906837"	2.9712413205166	6.56931764433754	3.55308697114021	4.23949132618501	5.9068200872948	NA	3.15825186748594	6.15040183428281	3.08512528286721	9.38803699795677
"X924105"	2.96875985249513	8.32901165710343	3.49080579959015	4.33686594220394	5.8995327952699	NA	2.84390280609731	7.59016102529656	3.08514496088741	9.51828958045007
"X1240144"	3.01094317956422	7.2601740661543	3.7053315097064	4.41131650002752	3.45183489912272	NA	2.9564557115117	7.44389677928691	3.08518861848108	9.441236512518
"X753565"	3.13220049080807	3.90680618452579	3.27982311809341	4.26948791745864	3.51501737859458	NA	2.94654203835556	7.77301300647385	3.08534070584171	9.96395652239751
"X1290725"	3.04053439072895	5.18653893805092	3.46826047522338	4.23514287312749	5.60402242270573	NA	3.0256739970323	7.62307543695266	3.08577436557196	9.49705357891817
"X1290773"	3.17471227343314	3.95750758884174	3.27204611292136	4.27589396035069	3.4036038967826	NA	3.1634961303164	7.26970923939813	3.08687645968093	10.3700534196871
"X1240205"	3.04730055650315	4.72532302800429	3.46154275814581	4.45440947984007	3.7112488074298	NA	3.0794494124662	6.08006730069827	3.08733555905456	9.57821613459501
"X1298150"	3.16941642563376	4.51853841828749	3.41705032507531	4.38349942350194	3.50289219047287	NA	3.2129910776889	7.32034839564734	3.08746293922397	9.97131163128882
"X946356"	3.0542701121111	4.90876259726652	3.40679650648683	4.26372541889244	3.78030940346372	NA	2.94512144559838	8.14618042180073	3.08882210576374	9.75381560527069
"X1240201"	3.03727100352031	4.70928067889174	3.32437726271368	4.57036904068636	3.3758676682429	NA	3.09640259901014	7.06282428701151	3.09164239719682	9.90511287257118
"X998189"	3.02792528486488	4.58358011682989	3.41389526924614	4.33549215354995	3.46754469344498	NA	2.88553919916806	6.85507293162043	3.09191527480937	10.2074075498525
"X1240179"	3.07943643767661	4.79842885942952	3.27681948180448	4.21868311847426	3.50408998765297	NA	3.10871291360542	7.97651846943319	3.09197429629652	9.9179169288516
"X906826"	2.98319713373398	4.8304932429154	3.34028733750998	4.37136600477603	3.31377479860926	NA	3.00893582760517	7.53766854230572	3.09280300148939	10.1292483315533
"X687505"	3.10147388786707	3.91104126394301	3.22577827884401	4.13325147141766	3.58658772483433	NA	3.19847495630213	8.00525992861998	3.09288156959426	10.1220894402692
"X910780"	3.14470781628573	3.74199041011443	3.17296536989945	4.00861374147008	3.38746274644364	NA	3.1745629541963	7.68102884336602	3.09330600840779	10.0204372966862
"X1298537"	3.08641120847348	4.49997142925587	3.7089303677322	4.36003835283247	5.22877357566309	NA	2.92097743869509	6.6281776232824	3.09361015723308	9.65943314726384
"X753589"	3.08544178635444	4.48872690159059	3.10621453025029	3.96711576066112	4.29416683614459	NA	2.93141801564086	7.62801180080241	3.09402297645058	9.1994241348411
"X910781"	3.05588716593234	4.61175558253945	3.22197391168894	4.42070314153873	3.48860152837373	NA	3.15516856394715	8.02246943083303	3.09484358782484	9.84844777367023
"X687509"	3.14814395043009	5.20842038320771	3.34437877964234	4.12112683290406	3.23397214451131	NA	3.01621834517464	7.99489828360465	3.0950013480812	9.97704192797134
"X1240142"	3.12939579524184	5.50896877591952	3.29812801396078	4.47920004126621	3.59843300540124	NA	3.00513744894876	7.70405738620305	3.09505951600802	10.0256423599063
"X946355"	3.12112141968689	5.98551047243211	3.40332874240119	4.30802688075975	3.5808111753747	NA	3.10805031495409	6.99601146227507	3.09541301894912	10.0751705606258
"X1240181"	3.15210923867547	3.70053938656494	3.25924936442699	4.16529968832871	3.41658430708068	NA	2.93438390861958	7.34781880264003	3.09699423362576	9.6682083836082
"X1298538"	3.20193591861319	4.46581696532715	3.54756982249983	4.29735292063731	4.11674997927013	NA	3.38109684092681	5.33112159733035	3.09753845266944	9.52851197799673
"X1298348"	3.06487488729906	5.57403433356955	3.28379485548979	4.29936349103709	5.41310821804379	NA	2.99631111562328	7.06987883057215	3.09878518868884	10.1516953263426
"X753569"	3.08853748753747	5.19520149034194	3.52433692830766	4.24717706511566	5.00957571081766	NA	3.08120057452917	7.68598849155405	3.09896792151301	9.59666209991752
"X910924"	3.09508974916821	4.51914323723831	3.47005947504912	4.5094615183184	3.59272370352912	NA	3.14249555720756	5.47270980099479	3.09917324772074	10.0424004636784
"X1480374"	3.04571798089647	5.85331938245849	3.41360775597997	4.29001522460614	3.42732688900984	NA	3.0229459309517	7.69729001091748	3.0993182097797	9.7744359817812
"X1298222"	3.07631700755849	5.19788713373016	3.49770824183737	4.15412305906237	4.93653535032762	NA	2.93668088687271	7.41297015272923	3.09936977130659	9.8619278584621
"X905933"	3.11812501209822	4.6588409608714	3.31135943299497	4.37038761728825	3.39274935999267	NA	3.04417262744157	7.44242230660531	3.09979601120644	10.0435190568513
"X905971"	3.05094768936868	5.74243972520408	3.47570944278963	4.2816051651266	3.19185553485386	NA	2.92294638973128	7.29557720291562	3.10002211234272	9.90931948416221
"X753570"	2.99457984494304	7.44340520309512	3.58262794600707	4.46527474924421	4.56585864490106	NA	3.13582539271099	6.77449665737436	3.10010720192844	9.54951611620091
"X924108"	3.0451575373284	6.49964776576333	3.6329093599726	4.26691987478721	4.75043919872736	NA	2.97118023691325	7.06584507829815	3.10042685155124	9.98662983089588
"X949174"	3.10171533787428	3.90946750777374	3.22495740480378	4.34715758582904	3.36072089469712	NA	3.03613484303818	6.88624277594034	3.10083571562501	10.1445195958149
"X906863"	3.06545978026681	6.72038102228241	3.43786549291832	4.30100702681843	5.09030171791136	NA	3.10969449280317	7.75741836988257	3.10221614134689	9.86954578499564
"X687596"	3.14526983352117	4.74614940407496	3.24187186393226	4.18099096345239	5.30028518408925	NA	3.08606695832071	7.79771134594475	3.10246171556168	9.95967993802883
"X1503364"	3.13347860794298	4.91764137955798	3.42816148902391	4.19772213211178	3.31569574917192	NA	2.9497232159076	7.14945574663486	3.10250849646625	9.43038086428663
"X1240157"	3.05576548187178	4.79624159603213	3.54367384600096	4.44860817239411	3.68977782361186	NA	3.0814861622433	6.59603967407279	3.1032403646515	9.21981446359437
"X1480372"	3.06972908488012	4.68403014931733	3.38229351349878	4.16717415021009	3.76054369836432	NA	3.13656519071607	7.95648199103622	3.10367469617544	9.7189999752394
"X753547"	3.25547818168786	3.89403634854182	3.1814258383111	4.11831942910131	3.46540318222975	NA	2.94658407282631	7.96204097144073	3.10401744084983	10.2677289826928
"X687995"	3.13978103691124	4.80505024209285	3.29999200367477	4.44898545517936	3.38338519366438	NA	3.01007706767479	8.01841376015551	3.10463981506412	9.90308701578215
"X908450"	3.12146934570743	5.40776915446146	3.50559678838421	4.34738897955334	3.42670153689723	NA	2.92071975923201	7.62165740148782	3.10489539612769	9.464892928934
"X907051"	3.10536151619265	4.51622575352709	3.41885708908068	4.59793120929412	3.57720729777192	NA	2.88573204427091	7.64787263432544	3.10696371343782	9.84382386565288
"X909740"	3.10709032515895	5.46156159702495	3.29809093624926	4.37010182078194	4.36669017254133	NA	3.08900361488233	7.03066794442268	3.10848557313258	9.69034666577054
"X905939"	3.09001799586846	5.28168132421249	3.42655530785987	4.45991288550569	3.30298595065369	NA	2.95929819736297	6.46522586543487	3.10916022471902	10.1710669894355
"X910689"	3.03849886111484	4.94315127271443	3.3344790098103	4.47984900675271	4.10389130446014	NA	3.02758413518861	7.40420872845299	3.10933179448904	9.78055005461898
"X908447"	3.23905996972552	4.17409459545228	3.25992580694493	4.12370943823073	3.32287770260035	NA	3.22742834521218	7.28759272557543	3.10969829450781	10.1556572850985
"X753595"	3.05565136921306	7.28387197579626	3.75221892453087	4.52190719309802	4.88200501220651	NA	2.88947809341205	4.20222281426728	3.11013166589416	9.51044973391161
"X907792"	3.09001211955053	7.59361049625281	3.46571468644861	4.34404653937677	3.48538572443608	NA	2.99456600024548	7.64802962868706	3.11113914874825	9.52853259656116
"X908123"	3.04977100984149	5.13539434934764	3.40557700067398	4.04808818160173	6.51438430006717	NA	3.11291174144596	7.79833172442335	3.11171483074748	9.56461875771505
"X906805"	3.09745313925589	5.09670735101955	3.67283396088974	4.5125124140902	4.0472631195988	NA	2.99321546875795	7.02895350035296	3.11193958205733	9.75378893622501
"X724831"	3.06038110289884	4.41882905987692	3.43975869458918	4.11811082092298	3.48370837189153	NA	3.16517233156586	8.15394336325839	3.1122198643115	9.96578191644679
"X907282"	3.19868178161368	4.96590324940942	3.39470943836686	4.27236676261621	3.6070893698949	NA	3.02933192439991	7.31937590233741	3.11280653316037	9.35331186114371
"X724839"	3.04377295584253	4.67359155548802	3.53041771891777	4.22285566440824	3.47706584980159	NA	3.1238585859686	8.3670158564475	3.11314272727144	9.66745147144312
"X924187"	3.03877825304639	5.36121449583974	3.22927228790481	4.18671706594278	3.20139947667528	NA	2.94013753525689	7.4899992165391	3.1131996855614	9.88167119444884
"X1299070"	3.08007855774111	4.34735040472972	3.38214267190157	4.03627261525031	3.42858347643233	NA	2.88149502168216	8.14662027302719	3.11352101703576	10.0616788682453
"X908443"	3.24487393909264	4.47440091617253	3.27813177859295	4.11820685211825	3.36590191398672	NA	3.04171451253593	7.72772097023702	3.11421776885252	9.87911414161767
"X924188"	3.11537206189029	5.15568269671709	3.35883418194534	4.31583494063728	3.43953313029412	NA	3.10803557458993	6.7373795373359	3.1148453166626	9.26672571668627
"X1298362"	3.05758089984	7.27652497175092	3.56960936204374	4.41200403054559	5.3265033717783	NA	3.14698539392851	4.96918821311555	3.11513386265572	9.79158971042489
"X687800"	3.06839424516038	6.89886208881759	3.54924080769599	4.23097184053531	6.03875518517485	NA	2.9637267988083	7.33947755886057	3.11542629966271	9.5830366811225
"X905991"	3.09343526412174	5.51580060825788	3.55748463361326	4.40872119913518	3.3838796109859	NA	3.09542118116901	5.54968733429839	3.11569101334821	10.3247331143107
"X907276"	3.11877351943962	5.10781871616481	3.53293589003782	4.50065591487398	3.32958322799769	NA	2.97746301275602	7.66801603224175	3.11683359816514	9.78239779568906
"X1479995"	3.08079226672344	5.03097351532254	3.57733763859026	4.5435560863579	3.39138237045406	NA	2.95126378488562	7.18079827802702	3.11791584744673	9.73022651102251
"X910569"	3.16440997282381	4.1333288944464	3.3143824028779	4.48328360522059	3.40256154514687	NA	3.14448169500058	7.21711718843873	3.11810040036494	10.1521504304931
"X1322212"	3.16717883599943	4.25021824208817	3.22805472523404	4.09987050288374	3.49704909976559	NA	3.22167260640255	8.12177494309475	3.11847864562606	9.33563992614656
"X1240192"	3.0971115650963	4.58018748992464	3.28970083279269	4.30103913003446	3.50643811531676	NA	3.02147318141655	6.80554525070577	3.11869983781221	9.76293933307364
"X1503370"	3.070201402869	5.0995954333115	3.44600192053114	4.42753037817592	4.12316319258519	NA	2.87738575870426	6.4662500031175	3.11889930243394	9.92593839593803
"X910399"	3.06342986743161	4.64900777959921	3.46846507779443	4.27145116412774	5.182386370698	NA	2.8971438432245	6.62125218172541	3.11890445035262	9.86378233408164
"X909735"	3.03667213685003	5.12386975123846	3.75131804707382	4.20484117450644	3.63622669534072	NA	3.09009318947655	7.80489583240683	3.1193236007688	9.71264429664055
"X1298356"	3.06294435134513	5.11764745731244	3.48726558341933	4.25849067083121	4.35500489312536	NA	2.99965561529558	7.79829719663334	3.11964094112003	9.6818311708123
"X905935"	3.01292973379145	5.39523380987947	3.70172384368863	4.35462337662351	3.63393896152655	NA	3.07521100907685	8.07047678243308	3.11970208721482	9.72742398331339
"X906798"	2.94799471087831	5.46366613129071	3.49978757224956	4.23363903890992	3.41219239432307	NA	2.83694859282146	6.86105431852601	3.11992741476954	10.0551029656426
"X909709"	3.15187997159589	6.95821176675779	3.71279372923479	4.40623351990625	6.89801721055562	NA	2.97564505381229	6.50884240307765	3.12026262335515	9.60955707010569
"X687592"	3.09812059900379	4.81252590464782	3.58270945339661	4.36003314592064	3.58244337232744	NA	3.18593617995723	6.45320797351365	3.12134677119015	9.64916650428724
"X1240187"	3.2016736860003	4.9846351285353	3.51730919636696	4.33769281704877	4.93358860535174	NA	2.99858902801036	6.94466253693089	3.12155476635927	9.71726854659809
"X907073"	3.07314023353401	4.41256389370205	3.31780289258587	4.28900114999124	3.43887053505526	NA	3.04244278578286	6.59039562388475	3.12158201982583	9.87051678506267
"X1480359"	3.02065724666221	6.03004349534293	3.33779695067592	4.05860542871594	3.93671424294649	NA	3.05293858968242	7.56578655569362	3.12166009616496	9.75572792387314
"X905980"	3.03574844139306	4.89431790332521	3.45165515224215	4.30312041760055	3.28049565802077	NA	2.7515343865239	8.18361565487436	3.12181537903315	9.79027610384169
"X905942"	3.10672963183196	4.30283411676824	3.34589694484356	4.28514543160545	3.49171472119163	NA	3.19872468572111	7.93005621479115	3.12213331048165	9.68669228888545
"X949173"	3.20347117090275	3.67822848883437	3.22022860926325	4.07368108862656	3.3483286275261	NA	2.86285181796667	7.91137819782701	3.12237480899413	9.8399609842745
"X1480364"	3.09806357903731	4.39383782460856	3.26354285847555	4.2150361490049	3.73359787509854	NA	2.87440044718236	7.60440496823573	3.12286895014209	9.83122714868535
"X753583"	3.13388123429282	5.13675867022398	3.66354175517077	4.48189845501329	3.56475713219149	NA	3.10772830670876	7.98458952852388	3.12308015795444	9.84054226736535
"X1240138"	3.01104143823367	5.10943674092611	3.50281681029315	4.46201932660602	3.60238804044855	NA	2.99071926598849	6.46503648341054	3.12310818749246	9.5109969722509
"X753605"	3.06967377908613	4.06518506727076	3.15975635438185	4.14371594366339	3.26780346190924	NA	2.91454609134685	7.90426891984142	3.12325587137811	9.81431916931404
"X905949"	3.15543106854292	4.31458817115374	3.63613327589058	4.39071634043872	3.45985736296626	NA	3.22103087999567	6.31916396671083	3.12360621787328	9.86152037461407
"X1503361"	3.07755641985181	5.12548405294799	3.64036892699305	4.45872069818601	3.54752128864683	NA	2.98979288421061	7.99142787979916	3.12382532568096	9.82910108187392
"X924247"	3.04474827044981	7.1257996633531	3.85221056516049	4.28838160267515	5.47410482338324	NA	2.99218991781213	7.64148806180182	3.12415308506333	9.6183720217667
"X910694"	3.10444593304964	7.29292520973952	3.70915653252694	4.30134473673901	3.4383900732248	NA	3.10475528060709	7.22133526333944	3.12424091473506	9.3683468771097
"X907060"	3.05830757867178	4.79993048681577	3.21649562046143	4.33138908012484	3.35486266513919	NA	2.9675584400798	7.04811447353179	3.12468090524376	10.1265622455608
"X1298154"	3.11296182959139	4.2651591108532	3.52737998586941	4.47094966688353	3.5718686281099	NA	3.22263559559507	6.91949708671408	3.12528258699769	10.0371679025557
"X1298359"	3.08030050191287	7.24249658568678	3.56269929939201	4.18982082788659	4.21643812956937	NA	3.08247675853231	7.47571559430968	3.12538711380204	9.6135283938235
"X910548"	3.09100461081517	5.03453999578359	3.55861839725975	4.40114752702331	3.44921221217801	NA	3.20120284884923	7.61487042515468	3.12542372543375	10.0258133835525
"X910700"	3.0314610834032	4.96218225195307	3.46558685535767	4.4814165017764	3.27780223064764	NA	2.96177399802168	7.74272285693835	3.12601921113255	9.79699792396009
"X1480361"	3.08875232528577	4.31127315747426	3.29135064051213	4.38835730809344	3.16916462495936	NA	3.15525261145764	7.86497889487759	3.12649550117503	9.81990074351362
"X687821"	2.99607003220037	5.28112286696951	3.77778858593673	4.30027733222244	3.5631415198528	NA	3.04777816893722	7.06967685665445	3.12686444687402	9.7487665935916
"X909707"	3.14104704427648	5.01790130451609	3.33014548883256	4.29746280576039	3.47736306124226	NA	2.96537040232395	7.23317843605476	3.12704027198484	9.86762352223447
"X907298"	3.10657136197529	4.49695012700853	3.31141796709294	4.29221552152972	3.64774694787552	NA	3.06665916824233	7.54745969923365	3.12765387317369	10.1260380936246
"X906814"	3.16242485793999	4.91563200884202	3.50669945172345	4.65429821125588	3.41239456180574	NA	3.03226337754444	6.64471902635665	3.12777266948722	9.7692689860526
"X910784"	3.08404958403027	5.49348223820299	3.44626746634264	4.43318750472452	3.47470080405983	NA	3.0039692618731	6.70423666444914	3.12789294058439	9.92530976819882
"X1240132"	2.98434798696473	4.66814963326228	3.28978126621562	4.21971357302131	3.4241335754615	NA	2.85983735502738	7.784159321665	3.12843212610927	9.60284867791992
"X907041"	3.25230485572416	5.41796658214335	3.62900287068645	4.52942954853695	3.41794267401397	NA	3.04852215592897	6.98115145838944	3.12844226680138	9.79869957281488
"X910850"	3.11870159292982	4.17558110847666	3.73743318983235	4.44526746641743	3.46612879259281	NA	3.13664979336531	4.44541142748292	3.12898026679209	9.93450489097445
"X909750"	2.97894977417355	5.68855121530656	3.71657971777201	4.3930740251637	3.96252163989833	NA	2.88349209529173	7.14261176841703	3.12916653623501	9.58383761676558
"X910554"	3.08814025913032	4.66343545412493	3.44451319982667	4.16685042819579	3.86514769821806	NA	3.06929173936112	7.36000377550805	3.12922146876623	10.0661687902751
"X1240212"	3.20404327668473	4.43239177947151	3.6563436033068	4.47729526630605	4.91834178539586	NA	3.10166688516061	7.54408632135219	3.12945856616603	9.90285622908777
"X906835"	3.05571929568206	5.53257452365705	3.52476100740342	4.3761176837147	3.48289891095304	NA	3.03398843497693	7.09232201463091	3.12962359833469	9.44665131997266
"X1240169"	3.20441582419199	4.70460812237805	3.58140164801246	4.18191306550233	3.43380364268236	NA	3.15238067929209	8.35412380848876	3.13014247756038	9.53860701540295
"X687798"	3.07573928082587	4.63852644322532	3.32060432924785	4.26812505446142	6.18842284779463	NA	3.09322889776273	7.64845199259973	3.13016958092489	9.73786708028916
"X906828"	3.07253789287411	4.87311777227772	3.44706649430297	4.39429481429885	3.53814135794095	NA	3.08928922054254	7.66430083313326	3.13049856526335	10.1602611547159
"X905951"	3.17344174149065	6.38013486018205	3.420986627712	4.23238057140789	3.61541030813091	NA	3.16475925699612	7.61691870926903	3.13058784900893	9.80905106245112
"X753614"	3.07030734314972	5.86083090551958	3.66170962124145	4.39144154599024	3.59867578093099	NA	3.19945166336441	5.99700213529668	3.13072949634912	9.87802361011028
"X1298350"	3.07854386978441	5.5019313976759	3.46687909291288	4.25218021551576	4.69629610685635	NA	3.4056178070744	7.34125054892387	3.13084456588473	9.38120797651698
"X1299052"	3.06705215454603	4.00949216354105	3.36022316262778	4.25855586821247	3.52680631527193	NA	3.30743849795806	7.50415944522929	3.13116995851916	9.80651606939827
"X905989"	3.09972916727615	4.32917553390681	3.45803437142624	4.24445780323461	3.28008317802915	NA	3.11624613322094	7.58579410775299	3.13153228029131	10.2094699339937
"X687807"	3.18190469584209	4.90542549985237	3.70146479130404	4.51180961737977	3.59032609316229	NA	2.96348173119429	7.39843025471271	3.1324803625292	9.82167288404998
"X909263"	3.08307025296427	6.38986993203717	3.53775169117324	4.27080118751128	3.34696232081021	NA	3.17065836254136	7.15673652879129	3.13263665667154	9.82867322252626
"X753536"	3.07269126049444	7.59760698306515	3.58010344041597	4.42680732963794	3.37612489480863	NA	3.02920931967286	7.84400626449755	3.13288773326036	9.3843889581909
"X1298157"	3.10106415480948	5.26955594693792	3.33002565536536	4.30559072796382	3.69514406434078	NA	3.02785093259287	7.71011402349269	3.13299049126934	9.79092317388015
"X909747"	3.01804672897358	6.53497581240418	3.63546680232196	4.54046094996148	3.919907215021	NA	3.01052379140442	6.76346469248109	3.13301048580186	9.61298425363258
"X687980"	3.26301221181812	3.8253285183173	3.19208967265949	4.55857242863878	3.359974922234	NA	3.15873434747621	7.84984385011605	3.13325175729967	9.71282661386365
"X1240189"	3.21204401586811	4.10819147903942	3.25207828113723	4.09910914839405	3.40121949652263	NA	3.13567967386234	7.63777429997939	3.13366516534891	9.73079369924343
"X753621"	3.05253417199439	5.25406253129593	3.66247693736841	4.32586026060073	4.1767509448177	NA	3.09709104328411	7.6954413438769	3.13464421548109	9.65284818893506
"X1290765"	3.1711509348287	5.07718549767316	3.40295219310989	4.31539355257743	3.36667953100523	NA	2.9191386091339	7.88537294126343	3.13495977332329	9.48304090494806
"X906824"	3.06997888147191	5.16034993867923	3.39856427313824	4.33236595475895	4.00062147666081	NA	3.0674741850696	8.0221541334583	3.13505135762863	9.75283881887325
"X724866"	3.08845784177463	4.91930519365946	3.38287978594345	4.22355358985121	4.56194265508637	NA	3.14903376697893	7.04733881339341	3.13517665662914	9.78346311992845
"X1298351"	3.13160104567769	4.48771692209324	3.43083713642118	4.32398463033061	5.50380263546418	NA	3.1586586924851	7.48894035201706	3.13589108201521	9.70364168003634
"X1240193"	3.31739482477997	3.68096017317411	3.28120981269564	4.00528918471779	3.42674086548729	NA	3.03057605180413	7.4936966790356	3.13604158376985	10.2978704390687
"X907285"	3.04340165196629	5.56576093656483	3.58719319803373	4.20633800734888	3.58744052560098	NA	3.14247552039851	7.24792409554204	3.13633210351118	9.87748743443249
"X688022"	3.17151363132875	3.86102000431571	3.20485954359539	3.82088100840324	3.30326494091336	NA	3.1365740016154	8.04513892997208	3.13656548361333	9.67343789392005
"X910941"	3.24435611627306	3.58739562819933	3.17690039205855	4.08420010135834	3.36516677524647	NA	3.07530720366228	7.31588367600062	3.13698432776617	10.2120531216517
"X908135"	3.27317516882701	3.63771071841918	3.27470790528916	3.94825926578555	3.41366255672364	NA	3.16285664551681	7.52772977596104	3.13754467804961	10.131602408067
"X906746"	3.12188306227115	6.17709938735317	3.50419366606224	4.27996287695334	3.57143018683629	NA	2.93350514440542	4.2196224371623	3.13781741765396	9.38421475712056
"X907320"	3.0569518902257	4.50570223004409	3.26394988170683	4.41672052120169	4.69833971048345	NA	2.91255130643747	6.44018343176128	3.13785828881605	9.92787934020835
"X1240216"	3.0422709695146	4.09883893023388	3.21470861784866	4.03794315809935	3.36886874669313	NA	3.02655874014529	7.34801164950271	3.13792771474475	10.0152742269137
"X1240156"	3.07030175010671	4.19569635541202	3.43994300361661	4.19710068822268	3.44305574791519	NA	3.28628734693398	7.96122799926175	3.13828143038427	9.94702145961244
"X688018"	3.10006071333498	4.31804026329707	3.15651380308109	4.0939114102776	3.30636972003806	NA	2.99801069593786	7.76644068393056	3.13897875687926	9.62273411241529
"X753541"	3.03119427842325	6.88252441260813	3.96482141391014	4.46271897321667	6.84232615966593	NA	3.02544160521637	6.46796513243694	3.13898888044864	9.52135552715845
"X910549"	3.07764665616058	5.78983413564483	3.61485929325825	4.20339159818975	3.28836089680217	NA	3.17638966888943	7.56749923994267	3.13917762216831	9.79991268122462
"X1298223"	3.09491365610715	4.46881546688793	3.47374827279012	4.37010769118033	4.03179993021913	NA	3.33026605505182	7.69231985354281	3.13961250287996	9.67836521817534
"X753616"	3.22655677247939	3.83631539197441	3.33731606233495	3.97796851970965	3.43360799140929	NA	3.15784914235021	6.10870349918569	3.13987666408228	10.5832940391027
"X907291"	3.10402900570448	4.50504794665703	3.37607294541941	4.43072511296224	3.73193793586093	NA	3.00537256815671	6.90133188359931	3.14012414376767	10.1308258939082
"X753623"	3.09230057503883	4.735346982221	3.37733428948127	4.47254804082052	3.59307069308382	NA	2.97847883328007	7.21859944828841	3.14033644759663	9.70758436169444
"X753607"	3.11136248828485	3.91784930326551	3.15483726484995	3.95174641709598	3.23327213718538	NA	3.14110349821396	8.45570405926762	3.14072894016494	9.27529011354967
"X908474"	3.07001270974567	4.89720175874283	3.4790763983825	4.38000895430704	3.67206510007095	NA	3.25119334068837	7.80751126772202	3.14111712207882	9.85775109093609
"X687787"	3.1070331801862	3.86088427187111	3.36769366384916	4.19819512771525	3.39137590663612	NA	2.96200950750123	6.18979460320327	3.14124776948814	9.9633405946903
"X907170"	3.26795076983918	3.77297331102888	3.27602699971921	3.98256737164696	3.36293376362751	NA	3.1374330863053	7.53471003096531	3.14133740527748	10.0033592760622
"X1240140"	3.10210037666598	4.65753298708427	3.42856626843321	4.55534977012003	4.90419293143942	NA	3.1072792821485	6.35015797157811	3.14134706299221	9.88010424875259
"X909744"	3.09893008152504	4.25485019841715	3.43619875433357	4.39151510925489	3.42862889816593	NA	3.25219160255938	7.24313777016748	3.14214682018078	9.92293550555951
"X910926"	3.03344710921073	5.20621606259118	3.52480067831659	4.14064118009473	4.23064572333697	NA	3.01610883618203	7.40055372243703	3.1421926804881	10.1346786357144
