"B cells"	"Interferon"	"Macrophages"	"Monocytes"	"Neutrophils"	"NK cells"	"Plasma cells"	"Proliferation"	"T cells"	"Translation"
"X910910"	3.12745818223393	4.87786480353786	3.48899213686087	4.46883764245002	6.35126243020537	NA	3.16363227086833	5.90648923823658	3.14250797664111	10.0675469846031
"X1240196"	3.08338947598335	7.60697050628437	3.5207860305287	4.25443979431941	4.04573961100517	NA	3.08192446133423	7.66483861693251	3.14352867400777	9.6403114118375
"X1298226"	3.02644869005628	5.28952980293766	3.42370188865227	4.37174660985799	3.5724982398505	NA	2.89456542753847	7.36455065335975	3.14375687538786	9.66543705199565
"X753555"	3.13871991730831	5.43735200578084	3.52030789172745	4.35593195696112	3.49782121885973	NA	2.94393797426525	6.51991140265637	3.14379928767928	9.82591062040462
"X925343"	3.04225610191011	7.36983562769534	3.45815444064768	4.52035218391184	3.41537964420651	NA	3.14586847458702	7.2088081148565	3.14424255552282	9.66585339930346
"X753564"	3.08138674541607	3.81354407016415	3.18250163280194	4.03979476113605	3.42566516497642	NA	3.11153813709154	7.14511824628117	3.14442786469829	9.81550048897695
"X910911"	3.06498591562576	6.4623517457512	3.80155981674523	4.39557412639206	6.20274996931561	NA	2.96245904397273	6.3149355944565	3.1446171960608	9.75741391835482
"X910079"	3.03093126564663	4.08704671234057	3.51904977251499	4.44632603010898	3.35811625602216	NA	3.30035262428606	7.44300041234454	3.14470965205143	9.82803367433715
"X924250"	3.13479287848776	7.22551720536664	3.48501251627332	4.38749133978933	3.65497914753288	NA	2.84827998269484	7.55323511283013	3.14536927521656	9.60980475109358
"X907785"	3.12769974913058	4.3509143212278	3.55995382365062	4.45232980158267	6.2444831674745	NA	2.96449024922283	7.23007851065794	3.14692391403109	9.8252883006473
"X909248"	3.02539414300282	4.98574674379723	3.64343190787096	4.38380829876943	3.62835534991041	NA	2.97119584340223	6.80372219066129	3.14761105575379	9.96499180051018
"X908129"	3.23763218991689	4.42398167280692	3.34789414922692	4.36457173244736	3.24312101879195	NA	2.98765071734046	7.66913360078903	3.14770159550242	9.9316216894928
"X907172"	3.2929590947688	4.5922711372922	3.53526052328597	4.09690645046752	3.63227740829509	NA	3.04518439763288	8.02065096551007	3.14811497200863	9.55048396379445
"X1240135"	3.08978765536752	5.72882910550779	3.58009483197239	4.48552347329185	3.33299789727934	NA	3.081640241208	6.70756873259485	3.14823515216316	9.54170518292127
"X1290730"	2.95343648714991	6.1398465901549	3.3348291150011	4.21626305348908	5.35273736257532	NA	2.95799614497887	6.78016835219778	3.14863911148413	9.75936608267632
"X949177"	3.10292669932218	3.88386444258403	3.20645600872255	4.20124698392679	3.25138775239159	NA	3.07316029025633	7.97600668713586	3.14881168748407	9.81568828745721
"X946361"	3.045504834223	5.96715808991702	3.80054747718951	4.1656541023991	3.73586175967295	NA	3.0450298727661	7.84686836823058	3.1488812752102	10.0043101000722
"X1298531"	3.08092225866826	6.584834779433	3.57204025611957	4.34345353947901	5.8244761747686	NA	3.19810576860577	6.96503724320648	3.14922664902291	9.7688219799833
"X907055"	3.22629867221567	4.13252862009842	3.33651750305528	4.2524175482743	3.57410408429578	NA	3.15076738189827	7.73109972448416	3.14938435812859	10.1771978240329
"X908454"	3.03934892652862	4.26025881788565	3.22746757078781	4.01392748520245	3.24420305628252	NA	3.00833249740039	7.70687458493535	3.14948812067777	9.91999633920343
"X688031"	3.28254939916486	3.68817516504435	3.2350082749858	4.05012575378677	3.24425946544607	NA	3.10219446985151	7.78684637275378	3.14959786303473	10.1809937875628
"X1247873"	3.07305278345244	5.20105985150827	3.47331508816746	4.25954583651876	5.72533641245899	NA	3.04972604249064	6.65500721575755	3.14992663734345	9.54644541574631
"X905990"	3.07768052939217	4.23487514612387	3.25430337489884	4.04794701439359	3.19648388359408	NA	3.04583412554816	7.66422654890266	3.15055126630141	9.72185733658483
"X908138"	3.06272641444928	5.21343929392786	3.55859643511109	4.25899324033505	5.15243708937953	NA	2.90743177096441	7.61456234800244	3.15136809382255	9.80728302556029
"X1240129"	3.06130062045851	5.42453980840068	3.48410932138882	4.47784210559395	3.53317809376106	NA	2.97596319415411	7.40221980382361	3.15164617064602	10.0376362147099
"X908460"	3.10962586079146	4.96987246720142	3.81289789325693	4.23947863465116	4.3053038741153	NA	3.21315788555578	7.4404665040528	3.15174961052416	9.79504470279342
"X713880"	3.11264187448305	4.49745733891922	3.73944779318998	4.51921061303203	3.40289982861944	NA	3.18572805140438	7.80029402475445	3.15224642719255	9.75089299608446
"X749709"	3.12048332104836	5.84089304092354	3.40104164330667	4.14607932465457	6.26491673447534	NA	3.03201402135385	6.76452486195965	3.15302973790613	9.623111450431
"X909708"	3.0587525995587	5.30321802715884	3.51246498100988	4.25732113434451	4.39895910566193	NA	3.25959054296155	7.48262890925957	3.15309377561405	10.2493993329693
"X906820"	3.08224894617823	4.33900053580676	3.33605749321876	4.41841669112908	3.45681181764435	NA	2.99861658621722	7.32894215259151	3.1534244549685	9.96279345998438
"X905968"	3.09411400593888	4.43133879934406	3.41951375746597	4.33361966484571	3.51635863631276	NA	2.89917852005685	7.39781596118938	3.15359595118376	10.0731980525503
"X722045"	3.06321592086424	5.06346213263789	3.6258622586794	4.29850678620307	3.56034764870373	NA	3.12187954450942	7.89025793439895	3.15370935824584	9.44728043645079
"X688007"	3.29280086573433	4.04041800947466	3.25132484528571	4.11543398614512	4.16614336834762	NA	2.90111074689205	8.2081044172983	3.15449313988308	9.51368200029539
"X753600"	3.0716370508814	4.81170861833148	3.39284664547039	4.37414842468458	4.55718812543746	NA	3.10693571571959	6.82126100413443	3.15469861292761	9.67146445535282
"X724878"	3.14869267126131	4.76580480090011	3.66158437947118	4.34136717113423	3.60267521960537	NA	3.07700885698937	6.08973761860434	3.15474998739988	10.0721660891549
"X908476"	3.13293664708945	4.9864022273079	3.46732561434234	4.38271184364372	3.45808975916718	NA	3.01217902269311	5.52910454500091	3.15504496053311	10.1214090462582
"X908130"	3.07063025910563	4.88858471174976	3.25817011953047	4.22586980084816	3.47555706203038	NA	3.07298362709814	7.89648540140311	3.156272882034	9.84600095349307
"X753574"	3.00117362277583	4.77979019112171	3.45534863224755	4.1816001790578	3.33654542583018	NA	3.27421267850476	7.98925409418662	3.15726410160521	9.69809845232853
"X753535"	3.04234536501328	7.55949442345288	3.62151806810683	4.36813328322204	5.6820985257608	NA	3.18311231953649	6.71262108925779	3.15820850923591	9.57626031617969
"X910904"	3.06420564358125	5.92341596337741	3.58594864110743	4.34594443545129	5.27115751097502	NA	2.88570771345299	6.78570102020835	3.15836599167958	9.94025281729329
"X906875"	3.24081065747541	3.98253028679672	3.22653557708706	4.28005214921021	3.41227866416476	NA	3.0057757497916	7.89076627534071	3.15908153086396	10.06178623776
"X1503363"	3.32440253952592	4.07360474163315	3.33611987722886	4.28377332221956	3.87086655148964	NA	3.01335144326427	7.63948572019267	3.15920631237617	10.0955409379818
"X1240143"	3.17674241166616	5.47560273641777	3.54577286151569	4.2464532066346	3.40767032360354	NA	3.25204219496915	7.21323068267579	3.1594665688157	9.72951003781732
"X1290813"	2.96623949109237	8.46906865102003	3.47251850552326	4.38531600048482	3.27007116543675	NA	2.95312971224796	6.75374872632935	3.15957949006562	9.34538594975945
"X688025"	3.31087769585929	4.33529167216593	3.17962449410097	4.340833630539	3.45024800927449	NA	3.05694383761152	7.88739928377812	3.15968033703632	9.40132529767081
"X908459"	3.06724723624197	7.90158081922539	3.86344923298124	4.50923689228448	5.30534561728978	NA	2.96827116918791	7.17040627385799	3.1614537156198	9.25103150404326
"X908139"	3.08822463548312	5.31604312753256	3.26929317547538	4.33684213430999	4.55925574381369	NA	3.0851561255175	7.37794364795703	3.16154943249198	9.67224212745519
"X1290771"	3.06125473992411	4.94022759493244	3.63289174606804	4.27896305884663	3.42442496683273	NA	3.04701413474795	7.87958721003275	3.16207260193643	9.80506519365299
"X1298347"	3.09816897940874	4.63672076745483	3.49477726223716	4.51495705778704	4.15199362831788	NA	3.35675943869561	7.37963000894901	3.1623732650724	9.4290431777807
"X908150"	3.00765236557757	6.84928504714845	3.4244525237764	4.25577561049886	3.30483626079576	NA	2.80213371296253	7.64175847203958	3.16241453787131	9.50533855597634
"X688010"	3.21612449534598	3.82257614326724	3.2069308298285	3.82379438332187	3.29602519409385	NA	2.92260346909964	7.97949403945857	3.16252385634073	9.70996725462195
"X907066"	3.14038080111144	5.60557346711128	3.23291471503475	4.40754588369218	4.56963830816978	NA	3.0662954585253	7.86331392380875	3.16272334489817	9.50556534104596
"X1479993"	3.05961116931939	5.14400568928001	3.47802878059084	4.37709917222885	3.37847506230508	NA	3.18260047366019	8.16841856559063	3.16328306527628	9.8254304638618
"X909751"	3.17211788095022	4.56481153835121	3.66117290007262	4.22731549285023	3.42303516431395	NA	3.01364712531278	6.39772581875302	3.16332822069375	10.3106905217522
"X1290807"	3.06512980456027	4.96913737199473	3.57541519671592	4.50241728160351	3.60223684761907	NA	3.12027084496694	7.04726869668165	3.16347343569621	9.91591586731492
"X909256"	3.04161648259053	3.95769097734474	3.1444809216765	4.06203779977373	4.39548386506659	NA	3.50129931023974	7.79316413010417	3.16355652961931	9.53639248489402
"X908440"	3.10760564559954	4.30472531832797	3.30185244629695	4.26561063263113	3.30273704940757	NA	3.32489264982751	7.47252672003117	3.16456941459908	10.2000806912945
"X687997"	3.19876792244178	3.75140405387607	3.19186821618208	3.86287185240933	3.49621605308524	NA	3.13152018276211	7.98818196042426	3.16485671064698	9.57240119258768
"X910931"	3.14714859907453	5.24429196672505	3.68875601288182	4.46901616036814	4.11429492405903	NA	3.12808102736904	6.76362301057089	3.16563865752853	9.86521901844775
"X906833"	3.15180523922737	5.69917273860338	3.38421203563649	4.18966341111201	3.42199954896218	NA	2.93940251612887	7.77732523817503	3.16567123306539	9.83112257353651
"X1303900"	3.06810075203899	5.15555705025926	3.25106085976046	4.33810109114579	3.5177894859094	NA	3.00518891807549	4.80410667562701	3.16567498026054	9.36027150216541
"X908470"	3.09028254054897	4.07962878614932	3.50094086907326	4.44115736911613	3.48034885219036	NA	3.15152772258535	7.2568344591513	3.1662925596723	9.89110618738416
"X906861"	3.09463981511882	5.39563725250205	3.6393726165626	4.40290732216696	3.81048827062923	NA	2.99608381917063	7.45145861338955	3.16644869716282	9.42837124955833
"X1240210"	3.43790586416067	4.09767397276991	3.56725684392146	4.07766626232576	3.17563129391633	NA	3.05106836512531	7.5555125521159	3.1664853585581	10.2507458551077
"X906808"	2.98158792482816	3.80318088717963	3.13340656029054	4.03478682942918	3.29106494118469	NA	2.89530428157583	8.1106468644679	3.16686525385003	9.55608505230567
"X906793"	3.14200860843141	4.98741656168103	3.86122632943113	4.26324483907088	3.35221377547262	NA	2.94183386437659	6.12382433544654	3.1668960411553	10.5062741466991
"X1660036"	3.11074060003711	5.45146513028629	3.47745862046549	4.33614848428452	3.50361622217469	NA	2.9761729692049	7.84516927965637	3.16752909039789	9.81669180898724
"X906797"	3.03914865759828	6.15311506351152	3.2770097824683	4.23248126723263	3.94010383179743	NA	2.87109944433037	7.77411071975891	3.16834286487168	9.59196313496946
"X998179"	3.03431714512768	5.25845137512058	3.51428882104462	4.15323821722258	3.26636646557799	NA	2.97479735035204	8.26790234082758	3.16847856171772	9.95067564260511
"X906790"	3.0986788426564	6.35637982719716	3.42701629652343	4.52487241606907	3.51438706971211	NA	3.10384893358442	7.5856857197152	3.16898175685207	9.8448073803846
"X909732"	3.12174919899894	6.65913689944005	3.55634180114606	4.17180277248453	3.45402344963581	NA	2.97692448342702	7.40110126418372	3.16997286759085	9.79586556758689
"X906801"	3.14827320380678	5.27829444491623	3.33991234213189	4.31611105504605	6.58640684170127	NA	3.0565544643969	7.08891783659428	3.17038781303292	9.440850036492
"X1331028"	3.02579826246405	7.23655952270528	3.52298050303206	4.1822056486671	5.97608764481063	NA	3.10964308913906	7.3146950328314	3.17093735255927	9.38496550973888
"X908144"	3.06423221559489	4.9670744620955	3.50457722565565	4.28018134666241	3.33069059851344	NA	2.84950481503178	7.22987056943512	3.17167486103804	9.44816526811031
"X1240147"	3.05926788057465	3.81402175283153	3.3956154166108	4.35942935173823	3.42682525019122	NA	2.87014710877247	7.56923385698179	3.17176098210107	9.59617979903642
"X924244"	3.06180349795755	5.59211049375035	3.68681812458135	4.42605056282714	4.58995708410443	NA	2.93813420840794	7.02203063321928	3.17327591602213	9.64098401631393
"X910916"	3.12521149278325	8.02366233837659	3.84441293975158	4.41706488258279	6.82664252930962	NA	3.07098587880645	5.3935405022144	3.17335157424032	9.66381999782773
"X1240127"	3.038028512453	3.6805259232226	3.2584863925082	4.3725563643887	3.67216161096629	NA	3.02835469028063	7.89940730307238	3.17339403035631	9.88260624253313
"X1479992"	3.09758630258751	5.37188258416514	3.64624724037206	4.42815209559019	3.37362835566244	NA	3.30236571146162	8.11330439378133	3.17468864279134	9.86949276733206
"X946359"	3.06170719141525	4.0206964255361	3.30546071504954	4.41578118232945	3.89771189999574	NA	3.18980386411144	6.99124227737129	3.17524320115696	9.6609945273254
"X907289"	3.16162941614374	4.87945394389094	3.60570887968707	4.2647609622778	3.70487057916792	NA	3.18214703794404	7.3052738968352	3.17529568655787	9.85467449016161
"X908441"	3.12155349504375	4.07982686611528	3.2636741523169	4.26531305272166	3.33592904295916	NA	2.94526719568422	7.68268078944119	3.17596070899943	10.1294769365011
"X687799"	3.04822742360245	5.23892275655571	3.8228758537004	4.28338317947367	5.95845723303466	NA	3.07267317225504	6.61397247563724	3.17682369622396	9.91035073919831
"X909755"	3.12016349276411	7.5973275376707	3.64031898242874	4.31942329082197	3.25843635231726	NA	3.2207605751059	6.43182025140811	3.17706396983291	9.72550824223973
"X909753"	3.07349823720758	4.41107522818661	3.45992675223967	4.18356921467364	3.16916374920843	NA	3.12542293812995	7.43169391119325	3.17722318826016	9.86461556161797
"X1290769"	3.10720752895576	5.23723725776984	3.47460231223915	4.30051403183246	3.3049803901476	NA	3.12870383917964	7.27330150719666	3.17762427777478	9.78315842351208
"X1240198"	3.02021614981304	5.06178177140057	3.51269173021132	4.32049421734601	3.63630920778689	NA	2.99826293887852	6.73307265004822	3.17790977346369	9.97055412119595
"X907318"	3.10438989938447	4.99898860692183	3.45424648648623	4.64402150384975	3.78176558635995	NA	3.18475577843382	7.07568246348829	3.17791660317373	10.0539276628174
"X753599"	3.11131455016316	4.08601996728115	3.20829705916356	4.14089446332766	3.54278902369684	NA	3.10781998719845	8.00162918003067	3.17797280566462	9.93405179996192
"X688001"	3.09908466681713	4.18997974520818	3.26412995096681	4.19672975245363	3.74111839099334	NA	3.48864232340748	7.50380068824078	3.17868343149773	9.44638584187444
"X1240204"	3.13376334909728	5.69695422354834	3.60004610907294	4.36371394668531	4.34316002826565	NA	3.11959118123979	6.35624798762737	3.17872540908361	9.79378733199972
"X910915"	3.0303512391938	5.48485264639498	3.68822295418229	4.3170819657119	3.30432431013286	NA	2.97451563809509	7.75916195563811	3.17885031909409	9.72278421229685
"X713878"	3.24495759051432	3.73574300158506	3.30048413273574	4.10928273999658	3.35217671909069	NA	2.98944425392362	7.63025082619861	3.17912779490062	9.92184053044358
"X1330973"	3.04691731768688	4.14960955107612	3.37323558829463	4.2903716188632	3.29657881345526	NA	2.85942049810996	7.52299523517681	3.17959424559611	9.58608491015837
"X1479991"	3.04155468555748	4.86114121013867	3.51801074364501	4.37579860545683	3.35832206035528	NA	3.03107567571819	8.0706170797594	3.17975063209857	9.7889709965204
"X1674021"	3.13280230738002	5.12740904417788	3.53427377466537	4.31121276025329	3.40174011543598	NA	3.11924297262401	7.24640466662437	3.17982575020538	10.1389651740366
"X907049"	3.02465766918138	8.09208214083645	3.36059712849431	4.234194445252	3.87120256695682	NA	3.06643662630904	7.72227201686302	3.18068235741083	9.7253705008623
"X907319"	3.12993090869956	5.02916898848071	3.67353298278968	4.47190739982242	3.40169999708181	NA	2.80614110462639	6.13201934448881	3.18096078437596	9.99115013741079
"X1240155"	3.11379123584665	5.45835384121061	3.52957485857032	4.51374486086709	3.36295375789857	NA	2.97917307393299	7.73236033253647	3.18097774260393	10.1052734680813
"X1331026"	3.01686607922036	8.49466843526105	3.7693867571154	4.35532227379236	6.4345645900829	NA	3.02421423416162	6.94997833584775	3.18103303358024	9.37543921806687
"X722066"	3.12020950953285	4.95138798683689	3.82225313306228	4.25027151045229	3.59784140642546	NA	3.00459763749748	7.50816355992818	3.18113308703273	9.99372197445367
"X905956"	3.22535496448305	4.69044246227137	3.78520077196603	4.47426147932472	3.62451073653165	NA	3.10964483942331	6.75972825270846	3.18126336582352	9.79236125448817
"X907062"	3.05250156583716	7.13507101301238	3.37959209652678	4.15506429432237	6.05404286912352	NA	2.9167680127781	7.56145831518386	3.18172467992277	9.59157430376275
"X722046"	3.08271169323475	4.4370646174094	3.51580185818799	4.19669335517382	6.19127245683624	NA	3.06626420498509	7.55503543211719	3.18175799572679	9.80832877945414
"X749714"	3.03825069424668	6.97154510819884	3.48153670032595	4.18219955543	5.65275972105014	NA	3.16925658724334	7.82115528560954	3.18295904269142	9.62379712502228
"X753540"	3.10230249025752	5.77950644980948	3.61194122125536	4.39751435039126	5.34703166526124	NA	3.1319946909994	7.34967567799791	3.18329540770787	9.98178399503365
"X1240162"	3.12765825573832	5.60811990944248	3.44584849338735	4.26912119114991	3.58713411397258	NA	3.26124788955233	7.84543292882244	3.18349854238604	9.43387095666254
"X906794"	3.13292744226777	5.69289037449336	3.53189262571525	4.39368062966913	5.96489373980125	NA	3.13577596323236	5.97899964641885	3.18371996777012	9.84431824882706
"X1240208"	3.17163071034399	5.32388657624606	3.71938634623023	4.33401100215319	3.51479740832897	NA	3.18382584222197	6.68118889120527	3.18381643880945	9.8714707829431
"X1240172"	3.07481349281525	5.57042199366508	3.52238842583922	4.23470037453025	4.89424044706214	NA	2.98926737649161	8.07226636036893	3.18387845855362	9.79920827787619
"X910697"	3.06230821828029	5.83967633205235	3.65244278806175	4.41418206149989	6.18659145443044	NA	3.21469899910505	5.51709755233035	3.18420265937896	9.76079891720581
"X924241"	3.10868513821735	3.97236928981519	3.26330556916799	4.25141450714435	3.63465662226587	NA	3.00136054384757	7.68258345617524	3.18465594000667	9.44434465512594
"X908472"	3.1403952739563	5.10214747149291	3.58394165607096	4.42029239373243	4.41711792887052	NA	3.0680852390005	5.44184271800773	3.18484417924114	9.98325037735482
"X909749"	3.05494129116848	5.1757580673232	3.49135609341592	4.3764500591385	5.37143055370248	NA	2.93709995356574	7.26763026541104	3.18495075392742	9.79357521558693
"X910779"	3.09986589393035	6.47735618486595	3.86464158302991	4.38809380880716	3.30942934357145	NA	2.94436260138958	6.46545352805052	3.18509504037719	9.9229766298011
"X1240183"	3.20447789236518	6.93286938263658	3.74205420453751	4.21239074638166	3.31605733181223	NA	2.96000822979387	7.1789475092663	3.18527937852793	9.80255974793338
"X1298352"	3.18014561241622	5.26044742378577	3.48563856163972	4.43896309960578	3.40560081053119	NA	3.0897959406921	6.27021528937229	3.18546983358122	10.0602795120924
"X907061"	3.0852574647149	6.22249868640008	3.97100828321206	4.52131750715491	6.31911067102816	NA	2.88049780093331	6.60202684951631	3.18549725341931	10.0040924820208
"X905983"	3.0766841786215	5.29737252620128	3.43236525638251	4.28271911317548	3.26038612516968	NA	3.21405676702365	7.61687296554938	3.18633985677011	9.67258461575965
"X906841"	3.00970426357918	5.54142110257078	3.62200323236451	4.23563476706028	3.82930448399263	NA	2.98223058801517	7.61710951641503	3.18655902768961	10.0864549496369
"X724855"	3.12225978519003	4.31708619718013	3.32541801686645	4.25566571151958	3.49938213867734	NA	3.00945588306233	6.80181924452824	3.18684628847272	9.68271116270658
"X753546"	3.26672149536903	4.73846152342418	3.64255689480003	4.43934081139375	3.48789485213126	NA	2.87556687007935	6.29812575446288	3.18686241549669	10.0065401525669
"X1298355"	3.08208159410537	4.93003790241928	3.48642202232082	4.29411513668172	3.48073403032566	NA	3.24852090012832	7.83594182688785	3.18698760426798	9.5210518631174
"X687506"	3.05190645944879	7.43746820581722	3.56857913556871	4.21594262929346	6.48683581660604	NA	3.19133293302474	7.83276192613692	3.18737321478767	9.79661527232259
"X905982"	3.16609198271342	5.39957670051272	3.59690529625262	4.38450479353214	3.77106797493718	NA	3.08721792533482	6.99358062662002	3.18742563973417	9.34726613329371
"X909194"	3.09017794357821	4.08234632342229	3.21144926423689	3.97286734104045	3.3543808561903	NA	3.17398268574012	8.1804265738856	3.18745389538392	9.70494737664666
"X1503367"	3.1807049113362	5.99672544266354	3.73977446723212	4.48358577116632	3.60494590261306	NA	3.15817532120889	6.74905904513554	3.18804836632914	9.70500317878795
"X910695"	3.13838562774454	4.21478929974147	3.49666857982545	4.30075556745197	3.22501464618442	NA	3.22928132021848	7.5646121898275	3.18853805315967	10.1068364505933
"X753556"	3.09564529162464	5.11750696209003	3.40191339705842	4.18492029573689	6.07731810280274	NA	2.98841928695578	7.7726457527288	3.18901039533047	9.71958657745774
"X753596"	3.29888524403242	4.64045503873747	3.93390056791838	4.54319879820566	3.40889094528505	NA	3.10833866685813	7.49660380879118	3.18934853258272	9.64973512266488
"X1503368"	3.10020695478235	6.7864079192672	3.77740203021687	4.46090795666257	3.46727457179933	NA	3.13002063088525	7.11348780309276	3.18980159571456	9.67158150837463
"X906813"	3.15845940379757	5.11737884058608	3.82796905928468	4.62278697522559	3.38573103924268	NA	2.99093493007716	5.05212509291301	3.19020555043397	9.78028739769376
"X906812"	3.01449181043117	3.99852636275395	3.2108680748501	3.92562285671135	3.41916350687521	NA	3.09010581197349	7.95156757111786	3.19030291861222	9.91246982718636
"X907173"	2.99276997318032	5.63624597841168	3.26166936575089	4.5000988385225	3.61608936760725	NA	2.91867703717287	7.19210055053745	3.19031497177349	9.76479414223644
"X753594"	3.40133959448211	4.10501765372459	3.33077262708791	4.05058223209122	4.11287890901117	NA	3.06638988946691	7.82962096999473	3.19113113436321	10.116280005079
"X713899"	3.24788882189473	3.88224353381042	3.22904503041408	4.02139437659409	3.76007362583038	NA	3.15307919145036	8.35389665879711	3.19121223010311	9.75742181828479
"X1240161"	3.04130022491757	7.6228853659791	3.67937797247573	4.4331470275179	6.59270117722746	NA	2.90274071582576	4.78261320809684	3.19135822718624	9.56008329994219
"X1240185"	3.07659355765985	5.27121167696739	3.60519084536649	4.27804903425692	6.21954648770426	NA	3.10840738641684	7.55105434830088	3.19158459238855	9.82378258435324
"X909770"	3.18412102402058	7.44114176638397	3.39777362319082	4.4942734473621	3.40690805929332	NA	3.34544688875611	7.4412871981583	3.19169091153895	10.1185044159386
"X946354"	3.1064276421802	5.56855010048949	3.68355087080684	4.39425294493226	4.29579150608147	NA	3.0275302973536	7.30786560162696	3.19202291981207	9.962517519599
"X949175"	3.30277893722311	3.81716285703987	3.27902449605273	4.13450922430475	3.28283836509768	NA	3.04425899282968	7.86213060176319	3.19222522347486	9.88899574904379
"X687829"	3.0029893369704	4.18459792961432	3.48010186383714	4.36902240424256	3.6005438814689	NA	3.00265660827265	7.47439529937383	3.19224001272702	9.53761885900781
"X1240136"	3.03212820201247	7.37748963510326	3.51520919806439	4.44860842739832	3.57745787723551	NA	2.94737423324578	7.08543950970305	3.19242150138498	9.53484600349349
"X753559"	3.03742677766875	6.73193914424607	3.62176375980934	4.52848124761062	3.27274868503428	NA	2.97055393295993	7.51170818113702	3.19279004878713	9.92880316553942
"X1240122"	3.06232194991115	5.17118450918573	3.53267410440436	4.34826887115629	6.07094622253509	NA	3.11983107088154	7.89815237573717	3.19332739321349	9.76051914794743
"X1240124"	3.07723145512889	5.68373745808206	3.68659890227669	4.33121464504386	3.30571248726943	NA	2.93192475066929	6.40419928145598	3.19349359100681	9.83766352524131
"X1290808"	2.99480049288038	6.01395255341534	3.58573311190428	4.51059628890536	3.20869886704487	NA	2.9614660384474	4.82930731678269	3.19363119700249	9.82072360345266
"X946367"	3.13045703722854	5.04718774615014	3.44186915685704	4.28200094034168	3.5722611501855	NA	3.16044830950386	7.31089838957015	3.19376489082251	9.36792255649518
"X1503371"	3.08851449546861	4.4266111384916	3.36874731362773	4.22724436434889	4.91172843334217	NA	2.88089617411551	7.25205632898946	3.19507926904535	9.70878097999156
"X1298151"	3.05961341150513	4.42349266091346	3.510229922801	4.52575471662249	3.44557268607994	NA	2.87573166747357	7.25149657010801	3.19585104324849	9.96233715849464
"X687588"	3.19436136165266	5.29807614424954	3.67171776790573	4.36131298423981	3.62261057645631	NA	3.11820023319827	7.33095286123694	3.19634003442237	9.38577699134998
"X925340"	3.13997929640185	4.39190384519957	3.44470875386279	4.26537767368513	3.48125455495786	NA	3.19290135691107	7.48449231437027	3.19635140784093	10.1652842027364
"X1287381"	3.22859302602571	4.58920173198759	3.68506223510633	4.37253299943396	5.48111197390702	NA	2.89799228710162	4.85238962410964	3.19645854720077	9.96212663682148
"X688087"	3.17815217869838	4.4143088200467	3.28343586092015	4.28442441287765	3.33844171807148	NA	3.01532831744874	6.23623333349236	3.19679994613272	9.822403814091
"X1240139"	2.96434959013981	4.68144698854195	3.31494105936665	4.37200279177538	3.32439008703153	NA	2.93099246734167	7.28129703174396	3.19704888546841	9.78969242763201
"X1240207"	3.03500278093066	6.91823704021146	3.42271854595285	4.29864517282219	3.44997464946319	NA	3.10722992508	7.65210258856405	3.19752563080748	9.87673381990536
"X909746"	3.06946549346986	6.21796894583598	3.57809049872358	4.32752751130735	3.25005671116687	NA	3.19834218740836	6.63655384818633	3.19804531139633	9.90629952781721
"X907317"	3.06123647820684	4.96648493036879	3.42376954886001	4.12549311051102	3.59885731068681	NA	4.88261534503216	6.16606552494293	3.19859415979436	9.94559772563516
"X908449"	3.11274205331954	5.63268116363036	3.64543736226363	4.31527099169216	3.41592928799062	NA	3.17550056845436	5.96481496349805	3.19873629370303	9.63344736068034
"X735784"	3.09039189659487	4.64677392840355	3.37620677549717	4.25678222297258	3.68760641094517	NA	3.03782846228405	7.65889401350762	3.19928261148653	9.67735486992414
"X949093"	2.98931667235409	5.63167486139146	3.24437743853786	4.2621110785175	4.89088261243119	NA	3.18632486309331	6.9082620103833	3.19949185896556	9.50273239272841
"X724859"	3.19239713281992	4.47358864845825	3.62221528193805	4.20759432820337	3.86463609803894	NA	3.41473671316154	7.41004625400048	3.19980273551691	9.8531933225671
"X687802"	3.18015126893215	4.77396054111386	3.32095552650504	4.08168221270714	3.72133655280303	NA	3.25039958066882	7.76163630638512	3.20032399498534	9.28987143864121
"X925341"	3.14527155602226	3.87380440082489	3.19391594856813	4.13572884810058	3.30225599490647	NA	2.9190951799293	6.51936899644552	3.20076486783323	9.65453911709961
"X713885"	3.1478408663335	4.01421557925815	3.25860145747598	4.01467186107771	3.44719519668261	NA	3.17448953573834	7.74168693817988	3.20143636854606	9.67585396832839
"X907286"	3.17616014205385	5.73862208168938	3.71087740820835	4.31425419497454	3.1937152451419	NA	2.89015364615486	6.78425994767758	3.20157931753793	10.0467633372085
"X924107"	2.99264079228951	6.49829261053692	3.664149785568	4.39787344754695	6.25105099527663	NA	2.93971970462257	6.57549902422435	3.20172314476481	9.65545731089727
"X908128"	3.13445171958923	4.57334060318606	3.69539113899874	4.59979013477817	3.30737816916829	NA	3.00723695198759	7.22864919557783	3.20184771906987	10.0822965099853
"X1240206"	3.14589787673098	7.00550426096828	3.5156966069364	4.40797333652357	3.87453638218011	NA	2.99330372853149	7.28170975693485	3.20220691809474	9.9667915558951
"X905946"	3.09720915965632	4.3533656819809	3.27992120882837	4.30364454326636	3.41656705397983	NA	3.1495251287503	6.46759933956899	3.20240489152075	10.5256439928586
"X949178"	3.15220854163106	3.80351199189558	3.27564333756235	4.20724757852547	3.58463156356008	NA	3.10173680208272	7.95722816437573	3.20260068542696	9.99621638699637
